,cobertura,edad,varon,mujer,total,provincia
6341,Programas o planes estatales de salud,67,72,60,132,Neuquén
6342,Programas o planes estatales de salud,68,65,45,110,Neuquén
6343,Programas o planes estatales de salud,69,55,45,100,Neuquén
6344,Programas o planes estatales de salud,70,55,36,91,Neuquén
6345,Programas o planes estatales de salud,71,49,33,82,Neuquén
6346,Programas o planes estatales de salud,72,51,36,87,Neuquén
6347,Programas o planes estatales de salud,73,40,34,74,Neuquén
6348,Programas o planes estatales de salud,74,40,35,75,Neuquén
6349,Programas o planes estatales de salud,75,25,22,47,Neuquén
6350,Programas o planes estatales de salud,76,24,17,41,Neuquén
6351,Programas o planes estatales de salud,77,26,30,56,Neuquén
6352,Programas o planes estatales de salud,78,21,28,49,Neuquén
6353,Programas o planes estatales de salud,79,20,14,34,Neuquén
6354,Programas o planes estatales de salud,80,20,10,30,Neuquén
6355,Programas o planes estatales de salud,81,17,8,25,Neuquén
6356,Programas o planes estatales de salud,82,17,15,32,Neuquén
6357,Programas o planes estatales de salud,83,10,6,16,Neuquén
6358,Programas o planes estatales de salud,84,13,10,23,Neuquén
6359,Programas o planes estatales de salud,85,9,8,17,Neuquén
6360,Programas o planes estatales de salud,86,4,5,9,Neuquén
6361,Programas o planes estatales de salud,87,11,3,14,Neuquén
6362,Programas o planes estatales de salud,88,2,9,11,Neuquén
6363,Programas o planes estatales de salud,89,9,3,12,Neuquén
6364,Programas o planes estatales de salud,90,2,3,5,Neuquén
6365,Programas o planes estatales de salud,91,2,3,5,Neuquén
6366,Programas o planes estatales de salud,92,1,1,2,Neuquén
6367,Programas o planes estatales de salud,93,1,1,2,Neuquén
6368,Programas o planes estatales de salud,94,3,2,5,Neuquén
6369,Programas o planes estatales de salud,96,1,-,1,Neuquén
6370,Programas o planes estatales de salud,97,-,1,1,Neuquén
6371,Programas o planes estatales de salud,100,-,1,1,Neuquén
6372,Programas o planes estatales de salud,103,-,1,1,Neuquén
6374,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Neuquén
6375,"No tiene obra social, prepaga ni plan estatal",0,1391,1367,2758,Neuquén
6376,"No tiene obra social, prepaga ni plan estatal",1,1299,1384,2683,Neuquén
6377,"No tiene obra social, prepaga ni plan estatal",2,1590,1645,3235,Neuquén
6378,"No tiene obra social, prepaga ni plan estatal",3,1762,1841,3603,Neuquén
6379,"No tiene obra social, prepaga ni plan estatal",4,1889,1898,3787,Neuquén
6380,"No tiene obra social, prepaga ni plan estatal",5,1997,1914,3911,Neuquén
6381,"No tiene obra social, prepaga ni plan estatal",6,2020,1949,3969,Neuquén
6382,"No tiene obra social, prepaga ni plan estatal",7,2120,2131,4251,Neuquén
6383,"No tiene obra social, prepaga ni plan estatal",8,1937,1953,3890,Neuquén
6384,"No tiene obra social, prepaga ni plan estatal",9,1914,1935,3849,Neuquén
6385,"No tiene obra social, prepaga ni plan estatal",10,1826,1824,3650,Neuquén
6386,"No tiene obra social, prepaga ni plan estatal",11,1931,1963,3894,Neuquén
6387,"No tiene obra social, prepaga ni plan estatal",12,1791,1814,3605,Neuquén
6388,"No tiene obra social, prepaga ni plan estatal",13,1843,1899,3742,Neuquén
6389,"No tiene obra social, prepaga ni plan estatal",14,1744,1870,3614,Neuquén
6390,"No tiene obra social, prepaga ni plan estatal",15,1741,1638,3379,Neuquén
6391,"No tiene obra social, prepaga ni plan estatal",16,1625,1744,3369,Neuquén
6392,"No tiene obra social, prepaga ni plan estatal",17,1621,1783,3404,Neuquén
6393,"No tiene obra social, prepaga ni plan estatal",18,1677,1848,3525,Neuquén
6394,"No tiene obra social, prepaga ni plan estatal",19,1876,1915,3791,Neuquén
6395,"No tiene obra social, prepaga ni plan estatal",20,2027,2065,4092,Neuquén
6396,"No tiene obra social, prepaga ni plan estatal",21,2412,2577,4989,Neuquén
6397,"No tiene obra social, prepaga ni plan estatal",22,2694,2791,5485,Neuquén
6398,"No tiene obra social, prepaga ni plan estatal",23,2657,2825,5482,Neuquén
6399,"No tiene obra social, prepaga ni plan estatal",24,2713,2743,5456,Neuquén
6400,"No tiene obra social, prepaga ni plan estatal",25,2920,2810,5730,Neuquén
6401,"No tiene obra social, prepaga ni plan estatal",26,2874,2706,5580,Neuquén
6402,"No tiene obra social, prepaga ni plan estatal",27,2683,2663,5346,Neuquén
6403,"No tiene obra social, prepaga ni plan estatal",28,2604,2397,5001,Neuquén
6404,"No tiene obra social, prepaga ni plan estatal",29,2469,2523,4992,Neuquén
6405,"No tiene obra social, prepaga ni plan estatal",30,2520,2491,5011,Neuquén
6406,"No tiene obra social, prepaga ni plan estatal",31,2251,2409,4660,Neuquén
6407,"No tiene obra social, prepaga ni plan estatal",32,2160,2195,4355,Neuquén
6408,"No tiene obra social, prepaga ni plan estatal",33,1889,2131,4020,Neuquén
6409,"No tiene obra social, prepaga ni plan estatal",34,1899,2027,3926,Neuquén
6410,"No tiene obra social, prepaga ni plan estatal",35,1757,1964,3721,Neuquén
6411,"No tiene obra social, prepaga ni plan estatal",36,1668,1766,3434,Neuquén
6412,"No tiene obra social, prepaga ni plan estatal",37,1612,1702,3314,Neuquén
6413,"No tiene obra social, prepaga ni plan estatal",38,1501,1747,3248,Neuquén
6414,"No tiene obra social, prepaga ni plan estatal",39,1570,1707,3277,Neuquén
6415,"No tiene obra social, prepaga ni plan estatal",40,1557,1688,3245,Neuquén
6416,"No tiene obra social, prepaga ni plan estatal",41,1530,1559,3089,Neuquén
6417,"No tiene obra social, prepaga ni plan estatal",42,1725,1692,3417,Neuquén
6418,"No tiene obra social, prepaga ni plan estatal",43,1475,1600,3075,Neuquén
6419,"No tiene obra social, prepaga ni plan estatal",44,1517,1541,3058,Neuquén
6420,"No tiene obra social, prepaga ni plan estatal",45,1364,1441,2805,Neuquén
6421,"No tiene obra social, prepaga ni plan estatal",46,1295,1351,2646,Neuquén
6422,"No tiene obra social, prepaga ni plan estatal",47,1311,1417,2728,Neuquén
6423,"No tiene obra social, prepaga ni plan estatal",48,1267,1347,2614,Neuquén
6424,"No tiene obra social, prepaga ni plan estatal",49,1250,1302,2552,Neuquén
6425,"No tiene obra social, prepaga ni plan estatal",50,1195,1283,2478,Neuquén
6426,"No tiene obra social, prepaga ni plan estatal",51,1117,1165,2282,Neuquén
6427,"No tiene obra social, prepaga ni plan estatal",52,1068,1168,2236,Neuquén
6428,"No tiene obra social, prepaga ni plan estatal",53,1063,1011,2074,Neuquén
6429,"No tiene obra social, prepaga ni plan estatal",54,938,961,1899,Neuquén
6430,"No tiene obra social, prepaga ni plan estatal",55,1041,960,2001,Neuquén
6431,"No tiene obra social, prepaga ni plan estatal",56,908,1024,1932,Neuquén
6432,"No tiene obra social, prepaga ni plan estatal",57,917,993,1910,Neuquén
6433,"No tiene obra social, prepaga ni plan estatal",58,895,861,1756,Neuquén
6434,"No tiene obra social, prepaga ni plan estatal",59,897,940,1837,Neuquén
6435,"No tiene obra social, prepaga ni plan estatal",60,791,920,1711,Neuquén
6436,"No tiene obra social, prepaga ni plan estatal",61,536,827,1363,Neuquén
6437,"No tiene obra social, prepaga ni plan estatal",62,492,801,1293,Neuquén
6438,"No tiene obra social, prepaga ni plan estatal",63,397,663,1060,Neuquén
6439,"No tiene obra social, prepaga ni plan estatal",64,320,706,1026,Neuquén
6440,"No tiene obra social, prepaga ni plan estatal",65,266,576,842,Neuquén
6441,"No tiene obra social, prepaga ni plan estatal",66,214,367,581,Neuquén
6442,"No tiene obra social, prepaga ni plan estatal",67,147,271,418,Neuquén
6443,"No tiene obra social, prepaga ni plan estatal",68,124,205,329,Neuquén
6444,"No tiene obra social, prepaga ni plan estatal",69,118,161,279,Neuquén
6445,"No tiene obra social, prepaga ni plan estatal",70,105,114,219,Neuquén
6446,"No tiene obra social, prepaga ni plan estatal",71,78,68,146,Neuquén
6447,"No tiene obra social, prepaga ni plan estatal",72,84,62,146,Neuquén
6448,"No tiene obra social, prepaga ni plan estatal",73,59,71,130,Neuquén
6449,"No tiene obra social, prepaga ni plan estatal",74,67,65,132,Neuquén
6450,"No tiene obra social, prepaga ni plan estatal",75,45,40,85,Neuquén
6451,"No tiene obra social, prepaga ni plan estatal",76,61,37,98,Neuquén
6452,"No tiene obra social, prepaga ni plan estatal",77,54,41,95,Neuquén
6453,"No tiene obra social, prepaga ni plan estatal",78,38,34,72,Neuquén
6454,"No tiene obra social, prepaga ni plan estatal",79,31,30,61,Neuquén
6455,"No tiene obra social, prepaga ni plan estatal",80,30,26,56,Neuquén
6456,"No tiene obra social, prepaga ni plan estatal",81,22,26,48,Neuquén
6457,"No tiene obra social, prepaga ni plan estatal",82,27,20,47,Neuquén
6458,"No tiene obra social, prepaga ni plan estatal",83,27,12,39,Neuquén
6459,"No tiene obra social, prepaga ni plan estatal",84,23,9,32,Neuquén
6460,"No tiene obra social, prepaga ni plan estatal",85,22,9,31,Neuquén
6461,"No tiene obra social, prepaga ni plan estatal",86,22,7,29,Neuquén
6462,"No tiene obra social, prepaga ni plan estatal",87,13,7,20,Neuquén
6463,"No tiene obra social, prepaga ni plan estatal",88,9,10,19,Neuquén
6464,"No tiene obra social, prepaga ni plan estatal",89,16,13,29,Neuquén
6465,"No tiene obra social, prepaga ni plan estatal",90,16,12,28,Neuquén
6466,"No tiene obra social, prepaga ni plan estatal",91,9,11,20,Neuquén
6467,"No tiene obra social, prepaga ni plan estatal",92,13,11,24,Neuquén
6468,"No tiene obra social, prepaga ni plan estatal",93,15,7,22,Neuquén
6469,"No tiene obra social, prepaga ni plan estatal",94,8,10,18,Neuquén
6470,"No tiene obra social, prepaga ni plan estatal",95,4,3,7,Neuquén
6471,"No tiene obra social, prepaga ni plan estatal",96,2,4,6,Neuquén
6472,"No tiene obra social, prepaga ni plan estatal",97,4,3,7,Neuquén
6473,"No tiene obra social, prepaga ni plan estatal",98,2,5,7,Neuquén
6474,"No tiene obra social, prepaga ni plan estatal",99,3,6,9,Neuquén
6475,"No tiene obra social, prepaga ni plan estatal",102,2,1,3,Neuquén
6476,"No tiene obra social, prepaga ni plan estatal",107,1,-,1,Neuquén
6591,AREA # 62,Río Negro,,,,Río Negro
6592,AREA # 62,,,,,Río Negro
6593,Cobertura de salud,Edad,Sexo registrado al nacer,,,Río Negro
6594,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,Río Negro
6595,Obra social o prepaga (incluye PAMI),0,2005,2033,4038,Río Negro
6596,Obra social o prepaga (incluye PAMI),1,2085,2037,4122,Río Negro
6597,Obra social o prepaga (incluye PAMI),2,2347,2453,4800,Río Negro
6598,Obra social o prepaga (incluye PAMI),3,2611,2746,5357,Río Negro
6599,Obra social o prepaga (incluye PAMI),4,3060,3104,6164,Río Negro
6600,Obra social o prepaga (incluye PAMI),5,3261,3409,6670,Río Negro
6601,Obra social o prepaga (incluye PAMI),6,3421,3508,6929,Río Negro
6602,Obra social o prepaga (incluye PAMI),7,3578,3692,7270,Río Negro
6603,Obra social o prepaga (incluye PAMI),8,3548,3624,7172,Río Negro
6604,Obra social o prepaga (incluye PAMI),9,3584,3776,7360,Río Negro
6605,Obra social o prepaga (incluye PAMI),10,3524,3625,7149,Río Negro
6606,Obra social o prepaga (incluye PAMI),11,3638,3815,7453,Río Negro
6607,Obra social o prepaga (incluye PAMI),12,3670,3714,7384,Río Negro
6608,Obra social o prepaga (incluye PAMI),13,3490,3794,7284,Río Negro
6609,Obra social o prepaga (incluye PAMI),14,3488,3743,7231,Río Negro
6610,Obra social o prepaga (incluye PAMI),15,3485,3637,7122,Río Negro
6611,Obra social o prepaga (incluye PAMI),16,3531,3691,7222,Río Negro
6612,Obra social o prepaga (incluye PAMI),17,3433,3656,7089,Río Negro
6613,Obra social o prepaga (incluye PAMI),18,2926,3008,5934,Río Negro
6614,Obra social o prepaga (incluye PAMI),19,2681,2790,5471,Río Negro
6615,Obra social o prepaga (incluye PAMI),20,2555,2573,5128,Río Negro
6616,Obra social o prepaga (incluye PAMI),21,2056,2117,4173,Río Negro
6617,Obra social o prepaga (incluye PAMI),22,2031,2012,4043,Río Negro
6618,Obra social o prepaga (incluye PAMI),23,1986,2118,4104,Río Negro
6619,Obra social o prepaga (incluye PAMI),24,2162,2200,4362,Río Negro
6620,Obra social o prepaga (incluye PAMI),25,2323,2407,4730,Río Negro
6621,Obra social o prepaga (incluye PAMI),26,2419,2396,4815,Río Negro
6622,Obra social o prepaga (incluye PAMI),27,2631,2603,5234,Río Negro
6623,Obra social o prepaga (incluye PAMI),28,2634,2740,5374,Río Negro
6624,Obra social o prepaga (incluye PAMI),29,3036,2729,5765,Río Negro
6625,Obra social o prepaga (incluye PAMI),30,3320,3039,6359,Río Negro
6626,Obra social o prepaga (incluye PAMI),31,3452,3065,6517,Río Negro
6627,Obra social o prepaga (incluye PAMI),32,3374,3098,6472,Río Negro
6628,Obra social o prepaga (incluye PAMI),33,3594,3164,6758,Río Negro
6629,Obra social o prepaga (incluye PAMI),34,3524,3186,6710,Río Negro
6630,Obra social o prepaga (incluye PAMI),35,3742,3364,7106,Río Negro
6631,Obra social o prepaga (incluye PAMI),36,3735,3287,7022,Río Negro
6632,Obra social o prepaga (incluye PAMI),37,3628,3277,6905,Río Negro
6633,Obra social o prepaga (incluye PAMI),38,3763,3285,7048,Río Negro
6634,Obra social o prepaga (incluye PAMI),39,3790,3317,7107,Río Negro
6635,Obra social o prepaga (incluye PAMI),40,3894,3564,7458,Río Negro
6636,Obra social o prepaga (incluye PAMI),41,3681,3377,7058,Río Negro
6637,Obra social o prepaga (incluye PAMI),42,4024,3438,7462,Río Negro
6638,Obra social o prepaga (incluye PAMI),43,3903,3345,7248,Río Negro
6639,Obra social o prepaga (incluye PAMI),44,3796,3349,7145,Río Negro
6640,Obra social o prepaga (incluye PAMI),45,3593,3204,6797,Río Negro
6641,Obra social o prepaga (incluye PAMI),46,3397,3038,6435,Río Negro
6642,Obra social o prepaga (incluye PAMI),47,3350,3002,6352,Río Negro
6643,Obra social o prepaga (incluye PAMI),48,3133,2802,5935,Río Negro
6644,Obra social o prepaga (incluye PAMI),49,3169,2788,5957,Río Negro
6645,Obra social o prepaga (incluye PAMI),50,2994,2721,5715,Río Negro
6646,Obra social o prepaga (incluye PAMI),51,2827,2587,5414,Río Negro
6647,Obra social o prepaga (incluye PAMI),52,2781,2366,5147,Río Negro
6648,Obra social o prepaga (incluye PAMI),53,2603,2283,4886,Río Negro
6649,Obra social o prepaga (incluye PAMI),54,2637,2193,4830,Río Negro
6650,Obra social o prepaga (incluye PAMI),55,2641,2169,4810,Río Negro
6651,Obra social o prepaga (incluye PAMI),56,2673,2265,4938,Río Negro
6652,Obra social o prepaga (incluye PAMI),57,2743,2257,5000,Río Negro
6653,Obra social o prepaga (incluye PAMI),58,2561,2176,4737,Río Negro
6654,Obra social o prepaga (incluye PAMI),59,2699,2132,4831,Río Negro
6655,Obra social o prepaga (incluye PAMI),60,2731,2216,4947,Río Negro
6656,Obra social o prepaga (incluye PAMI),61,2792,1975,4767,Río Negro
6657,Obra social o prepaga (incluye PAMI),62,2851,2074,4925,Río Negro
6658,Obra social o prepaga (incluye PAMI),63,2839,2034,4873,Río Negro
6659,Obra social o prepaga (incluye PAMI),64,2808,1976,4784,Río Negro
6660,Obra social o prepaga (incluye PAMI),65,3037,2283,5320,Río Negro
6661,Obra social o prepaga (incluye PAMI),66,2749,2262,5011,Río Negro
6662,Obra social o prepaga (incluye PAMI),67,2884,2413,5297,Río Negro
6663,Obra social o prepaga (incluye PAMI),68,2636,2321,4957,Río Negro
6664,Obra social o prepaga (incluye PAMI),69,2570,2238,4808,Río Negro
6665,Obra social o prepaga (incluye PAMI),70,2522,2071,4593,Río Negro
6666,Obra social o prepaga (incluye PAMI),71,2289,1960,4249,Río Negro
6667,Obra social o prepaga (incluye PAMI),72,2327,1966,4293,Río Negro
6668,Obra social o prepaga (incluye PAMI),73,2124,1801,3925,Río Negro
6669,Obra social o prepaga (incluye PAMI),74,1980,1661,3641,Río Negro
6670,Obra social o prepaga (incluye PAMI),75,1903,1520,3423,Río Negro
6671,Obra social o prepaga (incluye PAMI),76,1843,1446,3289,Río Negro
6672,Obra social o prepaga (incluye PAMI),77,1695,1324,3019,Río Negro
6673,Obra social o prepaga (incluye PAMI),78,1508,1154,2662,Río Negro
6674,Obra social o prepaga (incluye PAMI),79,1464,1002,2466,Río Negro
6675,Obra social o prepaga (incluye PAMI),80,1277,935,2212,Río Negro
6676,Obra social o prepaga (incluye PAMI),81,1224,814,2038,Río Negro
6677,Obra social o prepaga (incluye PAMI),82,1032,737,1769,Río Negro
6678,Obra social o prepaga (incluye PAMI),83,948,611,1559,Río Negro
6679,Obra social o prepaga (incluye PAMI),84,821,532,1353,Río Negro
6680,Obra social o prepaga (incluye PAMI),85,856,456,1312,Río Negro
6681,Obra social o prepaga (incluye PAMI),86,681,402,1083,Río Negro
6682,Obra social o prepaga (incluye PAMI),87,602,365,967,Río Negro
6683,Obra social o prepaga (incluye PAMI),88,499,254,753,Río Negro
6684,Obra social o prepaga (incluye PAMI),89,483,222,705,Río Negro
6685,Obra social o prepaga (incluye PAMI),90,382,172,554,Río Negro
6686,Obra social o prepaga (incluye PAMI),91,341,163,504,Río Negro
6687,Obra social o prepaga (incluye PAMI),92,272,126,398,Río Negro
6688,Obra social o prepaga (incluye PAMI),93,209,109,318,Río Negro
6689,Obra social o prepaga (incluye PAMI),94,167,77,244,Río Negro
6690,Obra social o prepaga (incluye PAMI),95,120,40,160,Río Negro
6691,Obra social o prepaga (incluye PAMI),96,88,49,137,Río Negro
6692,Obra social o prepaga (incluye PAMI),97,73,39,112,Río Negro
6693,Obra social o prepaga (incluye PAMI),98,52,31,83,Río Negro
6694,Obra social o prepaga (incluye PAMI),99,24,20,44,Río Negro
6695,Obra social o prepaga (incluye PAMI),100,16,9,25,Río Negro
6696,Obra social o prepaga (incluye PAMI),101,12,3,15,Río Negro
6697,Obra social o prepaga (incluye PAMI),102,20,5,25,Río Negro
6698,Obra social o prepaga (incluye PAMI),103,8,6,14,Río Negro
6699,Obra social o prepaga (incluye PAMI),104,2,1,3,Río Negro
6700,Obra social o prepaga (incluye PAMI),105,-,1,1,Río Negro
6701,Obra social o prepaga (incluye PAMI),106,2,-,2,Río Negro
6702,Obra social o prepaga (incluye PAMI),108,1,3,4,Río Negro
6703,Obra social o prepaga (incluye PAMI),110,1,-,1,Río Negro
6705,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,Río Negro
6706,Programas o planes estatales de salud,0,128,134,262,Río Negro
6707,Programas o planes estatales de salud,1,135,135,270,Río Negro
6708,Programas o planes estatales de salud,2,146,144,290,Río Negro
6709,Programas o planes estatales de salud,3,161,158,319,Río Negro
6710,Programas o planes estatales de salud,4,206,170,376,Río Negro
6711,Programas o planes estatales de salud,5,164,187,351,Río Negro
6712,Programas o planes estatales de salud,6,211,204,415,Río Negro
6713,Programas o planes estatales de salud,7,202,199,401,Río Negro
6714,Programas o planes estatales de salud,8,199,206,405,Río Negro
6715,Programas o planes estatales de salud,9,217,238,455,Río Negro
6716,Programas o planes estatales de salud,10,213,203,416,Río Negro
6717,Programas o planes estatales de salud,11,224,238,462,Río Negro
6718,Programas o planes estatales de salud,12,203,222,425,Río Negro
6719,Programas o planes estatales de salud,13,230,221,451,Río Negro
6720,Programas o planes estatales de salud,14,209,212,421,Río Negro
6721,Programas o planes estatales de salud,15,193,240,433,Río Negro
6722,Programas o planes estatales de salud,16,198,219,417,Río Negro
6723,Programas o planes estatales de salud,17,200,219,419,Río Negro
6724,Programas o planes estatales de salud,18,133,151,284,Río Negro
6725,Programas o planes estatales de salud,19,128,184,312,Río Negro
6726,Programas o planes estatales de salud,20,175,152,327,Río Negro
6727,Programas o planes estatales de salud,21,136,100,236,Río Negro
6728,Programas o planes estatales de salud,22,125,120,245,Río Negro
6729,Programas o planes estatales de salud,23,133,157,290,Río Negro
6730,Programas o planes estatales de salud,24,141,146,287,Río Negro
6731,Programas o planes estatales de salud,25,154,112,266,Río Negro
6732,Programas o planes estatales de salud,26,180,153,333,Río Negro
6733,Programas o planes estatales de salud,27,160,154,314,Río Negro
6734,Programas o planes estatales de salud,28,165,171,336,Río Negro
6735,Programas o planes estatales de salud,29,191,164,355,Río Negro
6736,Programas o planes estatales de salud,30,197,170,367,Río Negro
6737,Programas o planes estatales de salud,31,217,179,396,Río Negro
6738,Programas o planes estatales de salud,32,209,159,368,Río Negro
6739,Programas o planes estatales de salud,33,201,159,360,Río Negro
6740,Programas o planes estatales de salud,34,231,218,449,Río Negro
6741,Programas o planes estatales de salud,35,222,189,411,Río Negro
6742,Programas o planes estatales de salud,36,239,175,414,Río Negro
6743,Programas o planes estatales de salud,37,243,186,429,Río Negro
6744,Programas o planes estatales de salud,38,219,170,389,Río Negro
6745,Programas o planes estatales de salud,39,247,184,431,Río Negro
6746,Programas o planes estatales de salud,40,213,190,403,Río Negro
6747,Programas o planes estatales de salud,41,256,161,417,Río Negro
6748,Programas o planes estatales de salud,42,222,159,381,Río Negro
6749,Programas o planes estatales de salud,43,288,193,481,Río Negro
6750,Programas o planes estatales de salud,44,192,208,400,Río Negro
6751,Programas o planes estatales de salud,45,210,186,396,Río Negro
6752,Programas o planes estatales de salud,46,208,173,381,Río Negro
6753,Programas o planes estatales de salud,47,202,168,370,Río Negro
6754,Programas o planes estatales de salud,48,195,141,336,Río Negro
6755,Programas o planes estatales de salud,49,234,162,396,Río Negro
6756,Programas o planes estatales de salud,50,213,147,360,Río Negro
6757,Programas o planes estatales de salud,51,203,157,360,Río Negro
6758,Programas o planes estatales de salud,52,191,134,325,Río Negro
6759,Programas o planes estatales de salud,53,165,132,297,Río Negro
6760,Programas o planes estatales de salud,54,164,136,300,Río Negro
6761,Programas o planes estatales de salud,55,169,127,296,Río Negro
6762,Programas o planes estatales de salud,56,190,131,321,Río Negro
6763,Programas o planes estatales de salud,57,177,153,330,Río Negro
6764,Programas o planes estatales de salud,58,194,119,313,Río Negro
6765,Programas o planes estatales de salud,59,178,134,312,Río Negro
6766,Programas o planes estatales de salud,60,158,128,286,Río Negro
6767,Programas o planes estatales de salud,61,112,103,215,Río Negro
6768,Programas o planes estatales de salud,62,98,105,203,Río Negro
6769,Programas o planes estatales de salud,63,93,98,191,Río Negro
6770,Programas o planes estatales de salud,64,67,92,159,Río Negro
6771,Programas o planes estatales de salud,65,83,67,150,Río Negro
6772,Programas o planes estatales de salud,66,55,54,109,Río Negro
6773,Programas o planes estatales de salud,67,61,55,116,Río Negro
6774,Programas o planes estatales de salud,68,54,52,106,Río Negro
6775,Programas o planes estatales de salud,69,56,54,110,Río Negro
6776,Programas o planes estatales de salud,70,43,41,84,Río Negro
6777,Programas o planes estatales de salud,71,37,36,73,Río Negro
6778,Programas o planes estatales de salud,72,37,34,71,Río Negro
6779,Programas o planes estatales de salud,73,35,38,73,Río Negro
6780,Programas o planes estatales de salud,74,33,29,62,Río Negro
6781,Programas o planes estatales de salud,75,33,18,51,Río Negro
6782,Programas o planes estatales de salud,76,20,22,42,Río Negro
6783,Programas o planes estatales de salud,77,25,18,43,Río Negro
6784,Programas o planes estatales de salud,78,22,15,37,Río Negro
6785,Programas o planes estatales de salud,79,15,11,26,Río Negro
6786,Programas o planes estatales de salud,80,22,12,34,Río Negro
6787,Programas o planes estatales de salud,81,17,8,25,Río Negro
6788,Programas o planes estatales de salud,82,10,9,19,Río Negro
6789,Programas o planes estatales de salud,83,10,8,18,Río Negro
6790,Programas o planes estatales de salud,84,11,7,18,Río Negro
6791,Programas o planes estatales de salud,85,13,5,18,Río Negro
6792,Programas o planes estatales de salud,86,4,5,9,Río Negro
6793,Programas o planes estatales de salud,87,6,2,8,Río Negro
6794,Programas o planes estatales de salud,88,7,1,8,Río Negro
6795,Programas o planes estatales de salud,89,7,-,7,Río Negro
6796,Programas o planes estatales de salud,90,7,2,9,Río Negro
6797,Programas o planes estatales de salud,91,3,3,6,Río Negro
6798,Programas o planes estatales de salud,92,4,1,5,Río Negro
6799,Programas o planes estatales de salud,93,2,3,5,Río Negro
6800,Programas o planes estatales de salud,94,1,-,1,Río Negro
6801,Programas o planes estatales de salud,95,2,-,2,Río Negro
6802,Programas o planes estatales de salud,96,3,2,5,Río Negro
6803,Programas o planes estatales de salud,97,1,1,2,Río Negro
6804,Programas o planes estatales de salud,98,2,-,2,Río Negro
6805,Programas o planes estatales de salud,99,-,1,1,Río Negro
6806,Programas o planes estatales de salud,101,1,-,1,Río Negro
6807,Programas o planes estatales de salud,103,-,1,1,Río Negro
6809,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Río Negro
6810,"No tiene obra social, prepaga ni plan estatal",0,1827,1823,3650,Río Negro
6811,"No tiene obra social, prepaga ni plan estatal",1,1693,1756,3449,Río Negro
6812,"No tiene obra social, prepaga ni plan estatal",2,1872,1891,3763,Río Negro
6813,"No tiene obra social, prepaga ni plan estatal",3,1975,2043,4018,Río Negro
6814,"No tiene obra social, prepaga ni plan estatal",4,2104,2128,4232,Río Negro
6815,"No tiene obra social, prepaga ni plan estatal",5,2085,2169,4254,Río Negro
6816,"No tiene obra social, prepaga ni plan estatal",6,2290,2332,4622,Río Negro
6817,"No tiene obra social, prepaga ni plan estatal",7,2326,2380,4706,Río Negro
6818,"No tiene obra social, prepaga ni plan estatal",8,2223,2154,4377,Río Negro
6819,"No tiene obra social, prepaga ni plan estatal",9,2138,2200,4338,Río Negro
6820,"No tiene obra social, prepaga ni plan estatal",10,2157,2193,4350,Río Negro
6821,"No tiene obra social, prepaga ni plan estatal",11,2065,2244,4309,Río Negro
6822,"No tiene obra social, prepaga ni plan estatal",12,2073,2173,4246,Río Negro
6823,"No tiene obra social, prepaga ni plan estatal",13,2035,2172,4207,Río Negro
6824,"No tiene obra social, prepaga ni plan estatal",14,2005,2174,4179,Río Negro
6825,"No tiene obra social, prepaga ni plan estatal",15,1967,1988,3955,Río Negro
6826,"No tiene obra social, prepaga ni plan estatal",16,1923,1986,3909,Río Negro
6827,"No tiene obra social, prepaga ni plan estatal",17,1962,2067,4029,Río Negro
6828,"No tiene obra social, prepaga ni plan estatal",18,2097,2292,4389,Río Negro
6829,"No tiene obra social, prepaga ni plan estatal",19,2184,2379,4563,Río Negro
6830,"No tiene obra social, prepaga ni plan estatal",20,2241,2455,4696,Río Negro
6831,"No tiene obra social, prepaga ni plan estatal",21,3174,3114,6288,Río Negro
6832,"No tiene obra social, prepaga ni plan estatal",22,3331,3503,6834,Río Negro
6833,"No tiene obra social, prepaga ni plan estatal",23,3328,3213,6541,Río Negro
6834,"No tiene obra social, prepaga ni plan estatal",24,3287,3101,6388,Río Negro
6835,"No tiene obra social, prepaga ni plan estatal",25,3396,3137,6533,Río Negro
6836,"No tiene obra social, prepaga ni plan estatal",26,3278,3089,6367,Río Negro
6837,"No tiene obra social, prepaga ni plan estatal",27,3218,2989,6207,Río Negro
6838,"No tiene obra social, prepaga ni plan estatal",28,2986,2810,5796,Río Negro
6839,"No tiene obra social, prepaga ni plan estatal",29,2972,2719,5691,Río Negro
6840,"No tiene obra social, prepaga ni plan estatal",30,2903,2872,5775,Río Negro
6841,"No tiene obra social, prepaga ni plan estatal",31,2601,2684,5285,Río Negro
6842,"No tiene obra social, prepaga ni plan estatal",32,2450,2469,4919,Río Negro
6843,"No tiene obra social, prepaga ni plan estatal",33,2136,2329,4465,Río Negro
6844,"No tiene obra social, prepaga ni plan estatal",34,2188,2286,4474,Río Negro
6845,"No tiene obra social, prepaga ni plan estatal",35,2128,2234,4362,Río Negro
6846,"No tiene obra social, prepaga ni plan estatal",36,1982,2123,4105,Río Negro
6847,"No tiene obra social, prepaga ni plan estatal",37,1935,1997,3932,Río Negro
