,departamento_id,departamento_nombre,provincia_id
19964,7,CAPITAL,50
19965,28,ALMIRANTE BROWN,6
19966,21,GODOY CRUZ,50
19967,28,GUAYMALLÉN,50
19968,658,QUILMES,6
19969,840,TRES DE FEBRERO,6
19970,6,COMUNA 6,2
19971,7,CAPITAL,50
19972,84,CAPITAL,90
19973,1,COMUNA 1,2
19974,126,SALADAS,18
19975,56,LEALES,90
19976,7,CAPITAL,50
19977,28,CAPITAL,54
19978,42,GENERAL SAN MARTÍN,14
19979,63,GENERAL GÜEMES,22
19980,826,TRENQUE LAUQUEN,6
19981,35,CONFLUENCIA,58
19982,35,CONFLUENCIA,58
19983,35,CONFLUENCIA,58
19984,56,LÁCAR,58
19985,35,CONFLUENCIA,58
19986,35,CONFLUENCIA,58
19987,35,CONFLUENCIA,58
19988,28,CHACABUCO,22
19989,105,SAN RAFAEL,50
19990,21,GODOY CRUZ,50
19991,70,MONTEROS,90
19992,7,RÍO GRANDE,94
19993,84,MONTECARLO,54
19994,560,MORENO,6
19995,14,CAPITAL,14
19996,49,HUILICHES,58
19997,427,LA MATANZA,6
19998,35,CONFLUENCIA,58
19999,14,BERMEJO,22
20000,35,FUTALEUFÚ,26
20001,98,TEHUELCHES,26
20002,21,COLÓN,14
20003,7,CALAMUCHITA,14
20004,98,SANTA LUCÍA,70
20005,63,LA CAPITAL,82
20006,21,COLÓN,14
20007,14,CAPITAL,14
20008,77,RAWSON,70
20009,56,LÁCAR,58
20010,14,AÑELO,58
20011,56,LA CAPITAL,74
20012,91,PEHUENCHES,58
20013,35,CONFLUENCIA,58
20014,13,COMUNA 13,2
20015,35,CONFLUENCIA,58
20016,7,CAPITAL,50
20017,7,CAPITAL,50
20018,35,CONFLUENCIA,58
20019,35,CONFLUENCIA,58
20020,658,QUILMES,6
20021,56,PIRANÉ,34
20022,140,SAN FERNANDO,22
20023,63,CHOYA,86
20024,42,GENERAL SAN MARTÍN,14
20025,140,SAN FERNANDO,22
20026,84,CAPITAL,90
20027,161,CARMEN DE ARECO,6
20028,140,SAN FERNANDO,22
20029,63,IGUAZÚ,54
20030,91,OBERÁ,54
20031,119,YERBA BUENA,90
20032,105,SAN RAFAEL,50
20033,805,TIGRE,6
20034,15,CONCORDIA,30
20035,15,CONCORDIA,30
20036,28,CAPITAL,70
20037,1,COMUNA 1,2
20038,21,GÜER AIKE,78
20039,14,CAPITAL,14
20040,84,CAPITAL,90
20041,49,CAPITAL,10
20042,140,SAN FERNANDO,22
20043,7,AMBATO,10
20044,364,GENERAL RODRÍGUEZ,6
20045,56,LÁCAR,58
20046,35,CONFLUENCIA,58
20047,28,CAPITAL,70
20048,1,COMUNA 1,2
20049,9,COMUNA 9,2
20050,756,SAN ISIDRO,6
20051,21,CAPITAL,18
20052,91,OBERÁ,54
20053,35,CONFLUENCIA,58
20054,91,PUNILLA,14
20055,28,CAPITAL,66
20056,7,CAPITAL,50
20057,7,COMUNA 7,2
20058,35,CONFLUENCIA,58
20059,35,CONFLUENCIA,58
20060,35,GENERAL PEDERNERA,74
20061,7,CAPITAL,50
20062,21,COLÓN,14
20063,77,RAWSON,26
20064,21,CAPITAL,18
20065,7,CAPITAL,50
20066,70,LEANDRO N. ALEM,54
20067,140,SAN FERNANDO,22
20068,21,BARILOCHE,62
20069,28,CAPITAL,54
20070,84,CAPITAL,90
20071,98,SAN MARTÍN,50
20072,21,CHICLIGASTA,90
20073,63,LUJÁN DE CUYO,50
20074,84,PARANÁ,30
20075,28,FEDERACIÓN,30
20076,28,GUAYMALLÉN,50
20077,49,GUALEGUAY,30
20078,84,CAPITAL,90
20079,42,GENERAL LÓPEZ,82
20080,14,CAPITAL,14
20081,49,CAPITAL,86
20082,147,SANTA MARÍA,14
20083,1,COMUNA 1,2
20084,98,MAYOR LUIS J. FONTANA,22
20085,140,SAN FERNANDO,22
20086,84,MONTECARLO,54
20087,756,SAN ISIDRO,6
20088,14,CAPITAL,14
20089,14,CAPITAL,14
20090,568,MORÓN,6
20091,35,CONFLUENCIA,58
20092,756,SAN ISIDRO,6
20093,35,AVELLANEDA,6
20094,427,LA MATANZA,6
20095,28,CAPITAL,70
20096,84,ROSARIO,82
20097,14,CAPITAL,14
20098,84,CAPITAL,90
20099,15,COMUNA 15,2
20100,28,CAPITAL,66
20101,91,PUNILLA,14
20102,14,AÑELO,58
20103,140,SAN FERNANDO,22
20104,7,APÓSTOLES,54
20105,14,CAPITAL,14
20106,7,CAPITAL,50
20107,21,GODOY CRUZ,50
20108,21,GODOY CRUZ,50
20109,28,FAMAILLÁ,90
20110,140,SAN FERNANDO,22
20111,84,RIVADAVIA,50
20112,63,LUJÁN DE CUYO,50
20113,7,CAPITAL,50
20114,147,SANTA MARÍA,14
20115,14,CAPITAL,46
20116,84,ITUZAINGÓ,18
20117,14,CAPITAL,14
20118,35,CONFLUENCIA,58
20119,441,LA PLATA,6
20120,2,COMUNA 2,2
20121,35,CONFLUENCIA,58
20122,98,BERISSO,6
20123,28,CAPITAL,70
20124,749,SAN FERNANDO,6
20125,434,LANÚS,6
20126,21,ESCALANTE,26
20127,21,CAPITAL,18
20128,168,SANTO TOMÉ,18
20129,119,PASO DE LOS LIBRES,18
20130,14,CAPITAL,14
20131,7,CAPITAL,50
20132,105,TAFÍ VIEJO,90
20133,658,QUILMES,6
20134,7,CAPITAL,50
20135,7,CAPITAL,50
20136,49,IGLESIA,70
20137,14,CAPITAL,14
20138,91,PUNILLA,14
20139,77,RAWSON,26
20140,7,CAPITAL,50
20141,56,LA CAPITAL,74
20142,14,FORMOSA,34
20143,7,CAPITAL,50
20144,35,CONFLUENCIA,58
20145,14,CAPITAL,14
20146,35,JUNÍN,50
20147,14,CAPITAL,14
20148,168,SANTO TOMÉ,18
20149,98,RÍO CUARTO,14
20150,28,CAPITAL,70
20151,182,UNIÓN,14
20152,84,CAPITAL,90
20153,35,CONFLUENCIA,58
20154,35,CONFLUENCIA,58
20155,343,GENERAL PAZ,6
20156,274,FLORENCIO VARELA,6
20157,84,PARANÁ,30
20158,35,CONFLUENCIA,58
20159,490,LOMAS DE ZAMORA,6
20160,14,CAPITAL,14
20161,84,ROSARIO,82
20162,28,CAPITAL,66
20163,490,LOMAS DE ZAMORA,6
20164,21,CAPITAL,18
20165,21,COMANDANTE FERNÁNDEZ,22
20166,861,VICENTE LÓPEZ,6
20167,98,RÍO CUARTO,14
20168,84,RIVADAVIA,70
20169,35,CONFLUENCIA,58
20170,84,ITUZAINGÓ,18
20171,84,PARANÁ,30
20172,15,CONCORDIA,30
20173,56,GUALEGUAYCHÚ,30
20174,98,URUGUAY,30
20175,14,FORMOSA,34
20176,14,FORMOSA,34
20177,270,EZEIZA,6
20178,105,SAN RAFAEL,50
20179,84,ROSARIO,82
20180,84,ROSARIO,82
20181,28,FEDERACIÓN,30
20182,84,PARANÁ,30
20183,28,CAPITAL,70
20184,28,CAPITAL,66
20185,28,CAPITAL,66
20186,441,LA PLATA,6
20187,14,CAPITAL,14
20188,28,CAPITAL,66
20189,182,CORONEL DE MARINA L. ROSALES,6
20190,49,HUILICHES,58
20191,497,LUJÁN,6
20192,49,CAPITAL,86
20193,35,AVELLANEDA,6
20194,98,TAFÍ DEL VALLE,90
20195,441,LA PLATA,6
20196,410,ITUZAINGÓ,6
20197,28,GUAYMALLÉN,50
20198,658,QUILMES,6
20199,568,MORÓN,6
20200,28,GUAYMALLÉN,50
20201,539,MERLO,6
20202,112,SAN JUSTO,82
20203,84,CAPITAL,90
20204,35,CONFLUENCIA,58
20205,35,CONFLUENCIA,58
20206,805,TIGRE,6
20207,49,CAPITAL,86
20208,3,COMUNA 3,2
20209,49,PILCOMAYO,34
20210,35,PATIÑO,34
20211,98,URUGUAY,30
20212,28,MATACOS,34
20213,56,PIRANÉ,34
20214,84,CAPITAL,90
20215,112,BRAGADO,6
20216,490,LOMAS DE ZAMORA,6
20217,28,GUAYMALLÉN,50
20218,28,CAPITAL,66
20219,1,COMUNA 1,2
20220,98,RÍO CUARTO,14
20221,91,PUNILLA,14
20222,35,CONFLUENCIA,58
20223,427,LA MATANZA,6
20224,84,PARANÁ,30
20225,21,COLÓN,14
20226,28,GUAYMALLÉN,50
20227,133,SAN JAVIER,14
20228,63,LUJÁN DE CUYO,50
20229,7,CAPITAL,50
20230,14,CAPITAL,14
20231,140,SAN FERNANDO,22
20232,56,LA CAPITAL,74
20233,84,ITUZAINGÓ,18
20234,140,SAN FERNANDO,22
20235,14,CAPITAL,14
20236,28,CAPITAL,70
20237,2,COMUNA 2,2
20238,3,COMUNA 3,2
20239,21,COMANDANTE FERNÁNDEZ,22
20240,13,COMUNA 13,2
20241,568,MORÓN,6
20242,84,VALCHETA,62
20243,21,DR. MANUEL BELGRANO,38
20244,28,CONESA,62
20245,112,YAVI,38
20246,154,UTRACÁN,42
20247,42,CHILECITO ,46
20248,28,CAPITAL,66
20249,14,CAPITAL,14
20250,7,CAPITAL,50
20251,84,RIVADAVIA,50
20252,98,SAN MARTÍN,50
20253,84,ROSARIO,82
20254,119,YERBA BUENA,90
20255,14,CAPITAL,14
20256,7,COMUNA 7,2
20257,14,CAPITAL,14
20258,441,LA PLATA,6
20259,21,GODOY CRUZ,50
20260,441,LA PLATA,6
20261,35,CONFLUENCIA,58
20262,35,CONFLUENCIA,58
20263,140,SAN FERNANDO,22
20264,140,SAN FERNANDO,22
20265,14,CAINGUÁS,54
20266,21,COMANDANTE FERNÁNDEZ,22
20267,1,COMUNA 1,2
20268,14,EL CARMEN,38
20269,63,SAN PEDRO,38
20270,14,CAPITAL,14
20271,98,SAN MARTÍN,50
20272,7,CAPITAL,50
20273,7,CAPITAL,50
20274,49,LAS HERAS,50
20275,77,RAWSON,26
20276,21,ESCALANTE,26
20277,35,GENERAL PEDERNERA,74
20278,49,CAPITAL,10
20279,84,ROSARIO,82
20280,49,CAPITAL,86
20281,84,RIVADAVIA,70
20282,49,CAPITAL,10
20283,56,JÁCHAL,70
20284,21,GÜER AIKE,78
20285,56,GUALEGUAYCHÚ,30
20286,21,CASTELLANOS,82
20287,28,CAPITAL,66
20288,14,USHUAIA,94
20289,14,CAPITAL,14
20290,84,RIVADAVIA,70
20291,7,RÍO GRANDE,94
20292,56,LÁCAR,58
20293,7,CAPITAL,50
20294,119,SAN LORENZO,82
20295,35,CURUZÚ CUATIÁ,18
20296,7,CAPITAL,50
20297,84,CAPITAL,90
20298,35,GENERAL PEDERNERA,74
20299,84,ROSARIO,82
20300,49,CAPITAL,86
20301,42,CHOS MALAL,58
20302,21,BARILOCHE,62
20303,105,TINOGASTA,10
20304,126,ORÁN,66
20305,35,LAGO BUENOS AIRES,78
20306,21,CALINGASTA,70
20307,49,CAPITAL,10
20308,105,PICUNCHES,58
20309,28,CAPITAL,66
20310,105,LOS ANDES,66
20311,56,GRL. JOSÉ DE SAN MARTÍN,66
20312,28,CAPITAL,54
20313,21,BARILOCHE,62
20314,77,SAN ANTONIO,62
20315,28,CAPITAL,70
20316,84,ROSARIO,82
20317,91,SAN CRISTÓBAL,82
20318,49,CAPITAL,10
20319,7,ALUMINÉ,58
20320,84,ROSARIO,82
20321,70,LAS COLONIAS,82
20322,21,GÜER AIKE,78
20323,56,GRL. JOSÉ DE SAN MARTÍN,66
20324,56,GRL. JOSÉ DE SAN MARTÍN,66
20325,42,CHILECITO ,46
20326,14,CAPITAL,46
20327,42,GENERAL ROCA,62
20328,14,FORMOSA,34
20329,14,CAPITAL,46
20330,35,CONFLUENCIA,58
20331,84,PARANÁ,30
20332,140,SAN FERNANDO,22
20333,8,COLÓN,30
20334,105,VICTORIA,30
20335,105,SAN RAFAEL,50
20336,56,JUÁREZ CELMAN,14
20337,28,CAPITAL,70
20338,133,SAN JAVIER,14
20339,84,PARANÁ,30
20340,749,SAN FERNANDO,6
20341,21,GÜER AIKE,78
20342,84,ROSARIO,82
20343,84,ROSARIO,82
20344,140,SAN FERNANDO,22
20345,105,MERCEDES,18
20346,21,ESCALANTE,26
20347,28,CAPITAL,70
20348,84,CAPITAL,90
20349,63,LA CAPITAL,82
20350,42,LA PAZ ,50
20351,49,CAPITAL,86
20352,140,SAN FERNANDO,22
20353,778,SAN VICENTE,6
20354,56,BAHÍA BLANCA,6
20355,35,CONFLUENCIA,58
20356,14,CAPITAL,14
20357,49,CAPITAL,10
20358,28,CAPITAL,66
20359,84,ROSARIO,82
20360,91,TALA,30
20361,2,COMUNA 2,2
20362,77,MALARGÜE,50
20363,882,ZÁRATE ,6
20364,7,CAPITAL,50
20365,274,FLORENCIO VARELA,6
20366,833,TRES ARROYOS,6
20367,7,CAPITAL,50
20368,84,ROSARIO,82
20369,91,SAN CRISTÓBAL,82
20370,35,CONFLUENCIA,58
20371,84,ROSARIO,82
20372,14,CAPITAL,46
20373,63,IGUAZÚ,54
20374,42,GENERAL ROCA,62
20375,483,LOBOS,6
20376,119,YERBA BUENA,90
20377,105,TAFÍ VIEJO,90
20378,441,LA PLATA,6
20379,14,CAPITAL,14
20380,14,FORMOSA,34
20381,21,CAPITAL,18
20382,84,RIVADAVIA,50
20383,42,GENERAL ROCA,62
20384,49,IGLESIA,70
20385,714,SALTO,6
20386,63,LUJÁN DE CUYO,50
20387,760,SAN MIGUEL,6
20388,14,CAPITAL,14
20389,49,AZUL,6
20390,357,GENERAL PUEYRREDÓN,6
20391,98,JUAN F. IBARRA,86
20392,7,CAPITAL,50
20393,14,CAPITAL,14
20394,14,CAPITAL,46
20395,14,CAPITAL,46
20396,14,CRUZ ALTA,90
20397,84,ROSARIO,82
20398,77,LIBERTADOR GRL. SAN MARTÍN,54
20399,126,SALADAS,18
20400,140,SAN FERNANDO,22
20401,84,PARANÁ,30
20402,49,GUALEGUAY,30
20403,14,FORMOSA,34
20404,113,VILLAGUAY,30
20405,14,CAPITAL,14
20406,581,NECOCHEA,6
20407,441,LA PLATA,6
20408,21,GODOY CRUZ,50
20409,14,CAPITAL,46
20410,658,QUILMES,6
20411,14,CAPITAL,14
20412,84,ROSARIO,82
20413,21,COMANDANTE FERNÁNDEZ,22
20414,7,ALMIRANTE BROWN,22
20415,84,PARANÁ,30
20416,84,PARANÁ,30
20417,91,25 DE MAYO,62
20418,14,CAPITAL,14
20419,7,CAPITAL,50
20420,588,9 DE JULIO,6
20421,56,LA CAPITAL,74
20422,882,ZÁRATE ,6
20423,441,LA PLATA,6
20424,14,CAPITAL,46
20425,14,CAPITAL,14
20426,588,9 DE JULIO,6
20427,28,CAPITAL,54
20428,224,CHIVILCOY,6
20429,84,ROSARIO,82
20430,63,LUJÁN DE CUYO,50
20431,760,SAN MIGUEL,6
20432,14,CAPITAL,46
20433,14,CAPITAL,14
20434,3,COMUNA 3,2
20435,49,CAPITAL,10
20436,357,GENERAL PUEYRREDÓN,6
20437,427,LA MATANZA,6
20438,56,JUÁREZ CELMAN,14
20439,14,CAPITAL,14
20440,252,ESCOBAR,6
20441,42,LA PAZ ,50
20442,28,CAPITAL,66
20443,84,PARANÁ,30
20444,14,FORMOSA,34
20445,14,CAPITAL,46
20446,14,FORMOSA,34
20447,14,CAPITAL,46
20448,14,CAPITAL,46
20449,14,CAPITAL,46
20450,14,CAPITAL,46
20451,14,CAPITAL,46
20452,49,CAPITAL,10
20453,84,ROSARIO,82
20454,84,CAPITAL,90
20455,84,CAPITAL,90
20456,42,GENERAL ROCA,62
20457,84,BENITO JUÁREZ,6
20458,760,SAN MIGUEL,6
20459,98,SAN MARTÍN,50
20460,70,LAS COLONIAS,82
20461,42,GENERAL ROCA,62
20462,56,GUALEGUAYCHÚ,30
20463,56,GUALEGUAYCHÚ,30
20464,28,FEDERACIÓN,30
20465,28,FEDERACIÓN,30
20466,21,DIAMANTE,30
20467,98,URUGUAY,30
20468,98,URUGUAY,30
20469,7,BIEDMA,26
20470,63,IGUAZÚ,54
20471,539,MERLO,6
20472,56,BAHÍA BLANCA,6
20473,749,SAN FERNANDO,6
20474,609,PEHUAJÓ,6
20475,84,ROSARIO,82
20476,105,SAN JERÓNIMO,82
20477,14,CAPITAL,14
20478,14,CAPITAL,46
20479,14,CAPITAL,46
20480,21,GODOY CRUZ,50
20481,2,COMUNA 2,2
20482,77,MALARGÜE,50
20483,21,GODOY CRUZ,50
20484,7,CAPITAL,50
20485,42,EMPEDRADO,18
20486,28,GUAYMALLÉN,50
20487,568,MORÓN,6
20488,28,CAPITAL,66
20489,56,LA CAPITAL,74
20490,56,LA CAPITAL,74
20491,14,FORMOSA,34
20492,35,BELÉN,10
20493,126,SAN ALBERTO,14
20494,14,CAPITAL,14
20495,760,SAN MIGUEL,6
20496,113,VILLAGUAY,30
20497,56,GUALEGUAYCHÚ,30
20498,56,GUALEGUAYCHÚ,30
20499,4,COMUNA 4,2
20500,412,JOSÉ C. PAZ,6
20501,623,PERGAMINO,6
20502,861,VICENTE LÓPEZ,6
20503,56,BAHÍA BLANCA,6
20504,287,GENERAL ALVEAR,6
20505,119,YERBA BUENA,90
20506,665,RAMALLO,6
20507,14,CAPITAL,46
20508,14,CAPITAL,46
20509,28,GUAYMALLÉN,50
20510,21,CHICLIGASTA,90
20511,49,GUALEGUAY,30
20512,56,GUALEGUAYCHÚ,30
20513,413,JUNÍN,6
20514,14,CAPITAL,14
20515,1,COMUNA 1,2
20516,21,GODOY CRUZ,50
20517,105,SAN JERÓNIMO,82
20518,28,CAPITAL,66
20519,245,ENSENADA,6
20520,875,VILLARINO,6
20521,238,DOLORES,6
20522,861,VICENTE LÓPEZ,6
20523,70,LOS LAGOS,58
20524,756,SAN ISIDRO,6
20525,140,SAN FERNANDO,22
20526,791,TANDIL,6
20527,399,GUAMINÍ,6
20528,7,APÓSTOLES,54
20529,638,PILAR,6
20530,42,GENERAL SAN MARTÍN,14
20531,21,GÜER AIKE,78
20532,42,GENERAL ROCA,62
20533,28,GUAYMALLÉN,50
20534,70,MAIPÚ,50
20535,28,ALMIRANTE BROWN,6
20536,84,ROSARIO,82
20537,84,PARANÁ,30
20538,84,PARANÁ,30
20539,84,PARANÁ,30
20540,84,PARANÁ,30
20541,84,ROSARIO,82
20542,5,COMUNA 5,2
20543,35,CAUCETE,70
20544,133,SAN JAVIER,14
20545,280,GENERAL ALVARADO,6
20546,70,MAIPÚ,50
20547,119,TUNUYÁN,50
20548,84,ROSARIO,82
20549,21,GODOY CRUZ,50
20550,70,MONTEROS,90
20551,882,ZÁRATE ,6
20552,84,ROSARIO,82
20553,28,CAPITAL,70
20554,84,ROSARIO,82
20555,14,CAPITAL,14
20556,84,ROSARIO,82
20557,7,BELLA VISTA,18
20558,84,ROSARIO,82
20559,84,ROSARIO,82
20560,70,LAS COLONIAS,82
20561,14,CAPITAL,14
20562,3,COMUNA 3,2
20563,791,TANDIL,6
20564,84,PARANÁ,30
20565,105,VICTORIA,30
20566,84,CAPITAL,90
20567,28,CAPITAL,66
20568,28,CAPITAL,70
20569,28,CAPITAL,66
20570,14,FORMOSA,34
20571,21,CAPITAL,18
20572,14,FORMOSA,34
20573,84,CAPITAL,90
20574,84,RIVADAVIA,70
20575,84,CAPITAL,90
20576,434,LANÚS,6
20577,441,LA PLATA,6
20578,35,CONFLUENCIA,58
20579,7,CAPITAL,50
20580,84,CAPITAL,90
20581,21,CAPITAL,18
20582,42,GENERAL ROCA,62
20583,63,IGUAZÚ,54
20584,707,SALADILLO,6
20585,63,LA CAPITAL,82
20586,805,TIGRE,6
20587,35,AVELLANEDA,6
20588,84,ROSARIO,82
20589,7,CAPITAL,50
20590,63,LA CAPITAL,82
20591,70,MAIPÚ,50
20592,63,LUJÁN DE CUYO,50
20593,84,CAPITAL,90
20594,105,SAN RAFAEL,50
20595,84,ROSARIO,82
20596,595,OLAVARRÍA,6
20597,70,LA PAZ,30
20598,14,COMUNA 14,2
20599,14,DESEADO,78
20600,805,TIGRE,6
20601,1,COMUNA 1,2
20602,35,AVELLANEDA,6
20603,560,MORENO,6
20604,280,GENERAL ALVARADO,6
20605,84,CAPITAL,90
20606,28,CAPITAL,66
20607,119,SAN LORENZO,82
20608,14,CAPITAL,46
20609,28,CAPITAL,70
20610,21,CORONEL PRINGLES,74
20611,14,CAPITAL,14
20612,42,GENERAL ROCA,62
20613,161,CARMEN DE ARECO,6
20614,84,PARANÁ,30
20615,224,CHIVILCOY,6
20616,224,CHIVILCOY,6
20617,70,LOS LAGOS,58
20618,35,CONFLUENCIA,58
20619,35,CONFLUENCIA,58
20620,84,ROSARIO,82
20621,63,LA CAPITAL,82
20622,14,FORMOSA,34
20623,14,CAPITAL,46
20624,84,ROSARIO,82
20625,490,LOMAS DE ZAMORA,6
20626,77,RAWSON,70
20627,84,CAPITAL,90
20628,84,CAPITAL,90
20629,357,GENERAL PUEYRREDÓN,6
20630,441,LA PLATA,6
20631,63,LA CAPITAL,82
20632,357,GENERAL PUEYRREDÓN,6
20633,238,DOLORES,6
20634,105,SAN JERÓNIMO,82
20635,14,CAPITAL,46
20636,14,CAPITAL,46
20637,84,CAPITAL,90
20638,98,MBURUCUYÁ,18
20639,84,CAPITAL,90
20640,42,GENERAL ROCA,62
20641,7,RÍO GRANDE,94
20642,119,YERBA BUENA,90
20643,84,CAPITAL,90
20644,126,SALADAS,18
20645,126,SALADAS,18
20646,84,ROSARIO,82
20647,35,CONFLUENCIA,58
20648,56,GRL. JOSÉ DE SAN MARTÍN,66
20649,63,IGUAZÚ,54
20650,49,9 DE JULIO,62
20651,14,COMUNA 14,2
20652,882,ZÁRATE ,6
20653,840,TRES DE FEBRERO,6
20654,21,GODOY CRUZ,50
20655,490,LOMAS DE ZAMORA,6
20656,274,FLORENCIO VARELA,6
20657,84,ROSARIO,82
20658,441,LA PLATA,6
20659,35,AVELLANEDA,6
20660,28,CAPITAL,66
20661,357,GENERAL PUEYRREDÓN,6
20662,119,SAN LORENZO,82
20663,63,LA CAPITAL,82
20664,49,CAPITAL,10
20665,28,CAPITAL,70
20666,2,COMUNA 2,2
20667,560,MORENO,6
20668,854,25 DE MAYO,6
20669,28,CAPITAL,66
20670,91,BERAZATEGUI,6
20671,84,ROSARIO,82
20672,56,BAHÍA BLANCA,6
20673,140,SAN JUSTO,14
20674,14,CAPITAL,14
20675,113,ZAPALA ,58
20676,140,SAN FERNANDO,22
20677,84,ROSARIO,82
20678,14,CAPITAL,46
20679,49,JUNÍN,74
20680,42,GENERAL LÓPEZ,82
20681,7,BELLA VISTA,18
20682,126,1º DE MAYO,22
20683,49,GUALEGUAY,30
20684,113,VILLAGUAY,30
20685,84,CAPITAL,90
20686,21,GODOY CRUZ,50
20687,7,CAPITAL,50
20688,56,LA CAPITAL,74
20689,140,SAN FERNANDO,22
20690,56,IRIONDO,82
20691,14,FORMOSA,34
20692,56,LA CAPITAL,74
20693,84,CAPITAL,90
20694,84,GENERAL OCAMPO,46
20695,84,GENERAL OCAMPO,46
20696,7,ANTA,66
20697,84,PARANÁ,30
20698,84,PARANÁ,30
20699,84,PARANÁ,30
20700,84,PARANÁ,30
20701,84,CAPITAL,90
20702,3,COMUNA 3,2
20703,119,TUNUYÁN,50
20704,84,CAPITAL,90
20705,105,SAN RAFAEL,50
20706,84,ROSARIO,82
20707,7,CAPITAL,50
20708,7,CAPITAL,50
20709,28,CAPITAL,66
20710,119,PASO DE LOS LIBRES,18
20711,84,CAPITAL,90
20712,140,SAN FERNANDO,22
20713,140,SAN FERNANDO,22
20714,35,CONFLUENCIA,58
20715,14,CAPITAL,14
20716,791,TANDIL,6
20717,98,URUGUAY,30
20718,8,COLÓN,30
20719,63,ISLAS DEL IBICUY,30
20720,133,SAN JAVIER,14
20721,21,CAPITAL,18
20722,357,GENERAL PUEYRREDÓN,6
20723,441,LA PLATA,6
20724,7,CAPITAL,50
20725,140,SAN JUSTO,14
20726,595,OLAVARRÍA,6
20727,84,CAPITAL,90
20728,63,LA CAPITAL,82
20729,63,LA CAPITAL,82
20730,7,CAPITAL,50
20731,21,CAPITAL,18
20732,105,TAFÍ VIEJO,90
20733,28,CAPITAL,70
20734,7,CAPITAL,50
20735,28,CAPITAL,70
20736,21,CASTELLANOS,82
20737,14,CAPITAL,46
20738,42,CHILECITO ,46
20739,14,FORMOSA,34
20740,595,OLAVARRÍA,6
20741,119,PASO DE LOS LIBRES,18
20742,63,LA CAPITAL,82
20743,98,SAN MARTÍN,50
20744,84,RIVADAVIA,70
20745,14,CRUZ ALTA,90
20746,28,CAPITAL,66
20747,42,CHILECITO ,46
20748,14,CAPITAL,14
20749,84,CAPITAL,90
20750,84,PARANÁ,30
20751,84,PARANÁ,30
20752,84,PARANÁ,30
20753,84,PARANÁ,30
20754,7,RÍO GRANDE,94
20755,91,PUNILLA,14
20756,70,MAIPÚ,50
20757,91,BERAZATEGUI,6
20758,277,FLORENTINO AMEGHINO,6
20759,63,LA CAPITAL,82
20760,7,ANTA,66
20761,21,CAPITAL,18
20762,35,CHAMICAL ,46
20763,14,CAPITAL,46
20764,84,ROSARIO,82
20765,84,CAPITAL,90
20766,441,LA PLATA,6
20767,84,PARANÁ,30
20768,84,ROSARIO,82
20769,98,URUGUAY,30
20770,35,CONFLUENCIA,58
20771,760,SAN MIGUEL,6
20772,84,CAPITAL,90
20773,84,CAPITAL,90
20774,63,LULES,90
20775,77,NOGOYÁ,30
20776,35,CONFLUENCIA,58
20777,7,CAPITAL,50
20778,49,PILCOMAYO,34
20779,14,CAPITAL,46
20780,7,CORPEN AIKE,78
20781,14,CAPITAL,46
20782,21,GODOY CRUZ,50
20783,21,COMANDANTE FERNÁNDEZ,22
20784,21,COLÓN,14
20785,49,CAPITAL,10
20786,1,COMUNA 1,2
20787,84,PARANÁ,30
20788,84,PARANÁ,30
20789,49,GUALEGUAY,30
20790,98,URUGUAY,30
20791,28,CAPITAL,70
20792,490,LOMAS DE ZAMORA,6
20793,14,CAPITAL,46
20794,14,CAPITAL,46
20795,84,ROSARIO,82
20796,14,CAPITAL,14
20797,105,SAN RAFAEL,50
20798,14,CAPITAL,14
20799,84,CAPITAL,90
20800,56,GUALEGUAYCHÚ,30
20801,56,GUALEGUAYCHÚ,30
20802,98,URUGUAY,30
20803,638,PILAR,6
20804,84,ROSARIO,82
20805,28,GUAYMALLÉN,50
20806,1,COMUNA 1,2
20807,168,25 DE MAYO,22
20808,42,CHILECITO ,46
20809,21,DR. MANUEL BELGRANO,38
20810,84,ROSARIO,82
20811,140,SAN FERNANDO,22
20812,42,GENERAL ROCA,62
20813,84,ROSARIO,82
20814,7,CAPITAL,50
20815,84,ROSARIO,82
20816,21,BARILOCHE,62
20817,35,CONFLUENCIA,58
20818,21,CAPITAL,18
20819,21,GODOY CRUZ,50
20820,21,GODOY CRUZ,50
20821,77,SAN ANTONIO,62
20822,119,PASO DE LOS LIBRES,18
20823,868,VILLA GESELL ,6
20824,42,CHILECITO ,46
20825,84,GENERAL OCAMPO,46
20826,42,ELDORADO,54
20827,84,PARANÁ,30
20828,84,PARANÁ,30
20829,14,CAPITAL,14
20830,15,CONCORDIA,30
20831,28,FEDERACIÓN,30
20832,77,NOGOYÁ,30
20833,98,URUGUAY,30
20834,490,LOMAS DE ZAMORA,6
20835,49,LAS HERAS,50
20836,14,CAPITAL,14
20837,98,SAN MARTÍN,50
20838,441,LA PLATA,6
20839,56,BAHÍA BLANCA,6
20840,224,CHIVILCOY,6
20841,280,GENERAL ALVARADO,6
20842,224,CHIVILCOY,6
20843,28,GUAYMALLÉN,50
20844,140,SAN LUIS DEL PALMAR,18
20845,105,SAN RAFAEL,50
20846,77,NOGOYÁ,30
20847,98,URUGUAY,30
20848,7,CAPITAL,50
20849,778,SAN VICENTE,6
20850,427,LA MATANZA,6
20851,21,GODOY CRUZ,50
20852,7,CAPITAL,50
20853,42,GENERAL SAN MARTÍN,14
20854,21,BARILOCHE,62
20855,7,APÓSTOLES,54
