,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad,año
4224,38,Simple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,66,2022
4225,42,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4226,2,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,14,2022
4227,54,Simple,Varón,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4228,10,Simple,Mujer,35 a 39,37 a 41,Sin especificar,2500 gramos y más,3,2022
4229,58,Múltiple,Mujer,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4230,30,Simple,Mujer,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
4231,54,Simple,Mujer,20 a 24,24 a 27,Sin especificar,Menos de 2500 gramos,2,2022
4232,58,Simple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
4233,66,Simple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4234,18,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,219,2022
4235,10,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,133,2022
4236,82,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,75,2022
4237,22,Simple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,36,2022
4238,6,Simple,Varón,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
4239,22,Simple,Mujer,20 a 24,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
4240,50,Simple,Mujer,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4241,34,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,214,2022
4242,10,Múltiple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4243,90,Múltiple,Mujer,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4244,14,Simple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,47,2022
4245,38,Múltiple,Varón,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
4246,30,Simple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,37,2022
4247,6,Múltiple,Mujer,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,13,2022
4248,6,Simple,Mujer,De 45 y más,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
4249,54,Simple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,254,2022
4250,50,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,49,2022
4251,2,Simple,Varón,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,173,2022
4252,6,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,12,2022
4253,58,Simple,Varón,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
4254,26,Simple,Mujer,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
4255,34,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,12,2022
4256,30,Simple,Varón,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
4257,46,Simple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,70,2022
4258,14,Múltiple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
4259,6,Simple,Varón,20 a 24,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
4260,99,Sin especificar,Mujer,15 a 19,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
4261,70,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,7,2022
4262,6,Múltiple,Mujer,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4263,2,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,103,2022
4264,82,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,30,2022
4265,2,Simple,Mujer,15 a 19,37 a 41,Sin especificar,2500 gramos y más,19,2022
4266,2,Simple,Mujer,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,2,2022
4267,70,Múltiple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
4268,62,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
4269,2,Simple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,7,2022
4270,30,Múltiple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
4271,66,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,79,2022
4272,14,Simple,Mujer,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
4273,42,Múltiple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
4274,6,Múltiple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,27,2022
4275,74,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4276,6,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,52,2022
4277,2,Simple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,229,2022
4278,38,Múltiple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
4279,38,Simple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
4280,74,Simple,Varón,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4281,42,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,13,2022
4282,38,Múltiple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4283,26,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,25,2022
4284,42,Simple,Varón,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4285,42,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4286,18,Simple,Varón,15 a 19,32 a 36,Sin especificar,Menos de 2500 gramos,15,2022
4287,6,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
4288,98,Simple,Mujer,Sin especificar,Sin especificar,Sin especificar,Sin especificar,1,2022
4289,30,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
4290,38,Múltiple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4291,90,Simple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,36,2022
4292,70,Simple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,714,2022
4293,6,Simple,Mujer,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
4294,99,Simple,Varón,35 a 39,Sin especificar,Sin especificar,Sin especificar,12,2022
4295,62,Simple,Varón,20 a 24,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4296,54,Simple,Mujer,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4297,46,Simple,Varón,35 a 39,37 a 41,Sin especificar,2500 gramos y más,2,2022
4298,90,Múltiple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4299,26,Simple,Mujer,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4300,34,Simple,Mujer,15 a 19,32 a 36,Sin especificar,2500 gramos y más,9,2022
4301,6,Simple,Mujer,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,6,2022
4302,99,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
4303,30,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
4304,66,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
4305,90,Simple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,32,2022
4306,82,Múltiple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4307,10,Simple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,58,2022
4308,86,Múltiple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4309,6,Simple,Mujer,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,53,2022
4310,82,Múltiple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10,2022
4311,82,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,46,2022
4312,22,Simple,Mujer,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,18,2022
4313,90,Múltiple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
4314,14,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,99,2022
4315,62,Múltiple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4316,98,Simple,Mujer,Sin especificar,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
4317,42,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4318,70,Múltiple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
4319,22,Simple,Varón,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
4320,58,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
4321,54,Simple,Mujer,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
4322,78,Simple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,3,2022
4323,6,Simple,Sin especificar,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
4324,58,Múltiple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
4325,66,Simple,Mujer,20 a 24,42 y más,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4326,6,Sin especificar,Varón,30 a 34,37 a 41,Sin especificar,Menos de 2500 gramos,2,2022
4327,30,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,12,2022
4328,70,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,100,2022
4329,66,Simple,Varón,25 a 29,Sin especificar,Sin especificar,2500 gramos y más,1,2022
4330,62,Simple,Varón,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
4331,54,Simple,Varón,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
4332,66,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,65,2022
4333,34,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,8,2022
4334,78,Simple,Mujer,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4335,54,Simple,Varón,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
4336,46,Múltiple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4337,90,Múltiple,Mujer,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
4338,54,Simple,Mujer,30 a 34,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4339,18,Simple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,13,2022
4340,22,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,8,2022
4341,34,Simple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,206,2022
4342,54,Simple,Mujer,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
4343,38,Simple,Mujer,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
4344,58,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
4345,58,Simple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,7,2022
4346,6,Simple,Mujer,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8,2022
4347,54,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,47,2022
4348,90,Simple,Varón,35 a 39,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4349,6,Simple,Mujer,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Sin especificar,2,2022
4350,2,Simple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
4351,94,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4352,70,Simple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
4353,6,Sin especificar,Varón,25 a 29,32 a 36,Sin especificar,2500 gramos y más,1,2022
4354,6,Simple,Varón,Sin especificar,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
4355,66,Múltiple,Mujer,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5,2022
4356,86,Múltiple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4357,74,Simple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12,2022
4358,66,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
4359,14,Simple,Mujer,Sin especificar,Sin especificar,Sin especificar,Sin especificar,7,2022
4360,6,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,169,2022
4361,6,Múltiple,Varón,Sin especificar,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4362,18,Simple,Mujer,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,11,2022
4363,54,Múltiple,Mujer,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
4364,22,Múltiple,Mujer,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4365,82,Múltiple,Mujer,40 a 44,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4366,86,Múltiple,Mujer,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
4367,6,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,65,2022
4368,22,Simple,Varón,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
4369,34,Múltiple,Varón,25 a 29,32 a 36,Sin especificar,2500 gramos y más,2,2022
4370,22,Simple,Varón,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,537,2022
4371,86,Simple,Varón,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4372,50,Simple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4373,2,Múltiple,Varón,40 a 44,37 a 41,Sin especificar,2500 gramos y más,1,2022
4374,98,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4375,66,Simple,Varón,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,6,2022
4376,34,Simple,Mujer,20 a 24,28 a 31,Sin especificar,Menos de 2500 gramos,3,2022
4377,34,Simple,Mujer,20 a 24,42 y más,Sin especificar,2500 gramos y más,1,2022
4378,2,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4379,14,Simple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
4380,78,Simple,Mujer,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4381,46,Múltiple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4382,99,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4383,42,Simple,Varón,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4384,14,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4385,14,Simple,Varón,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,54,2022
4386,6,Simple,Mujer,30 a 34,Sin especificar,Sin especificar,Menos de 2500 gramos,2,2022
4387,90,Simple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
4388,46,Simple,Varón,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
4389,26,Múltiple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4390,22,Simple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
4391,30,Simple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
4392,74,Múltiple,Varón,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4393,14,Múltiple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4394,70,Simple,Mujer,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
4395,14,Simple,Mujer,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4396,66,Simple,Mujer,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,26,2022
4397,82,Múltiple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
4398,94,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4399,98,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
4400,86,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,22,2022
4401,86,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
4402,58,Simple,Varón,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4403,6,Simple,Mujer,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4404,2,Múltiple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4405,30,Simple,Mujer,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4406,90,Simple,Varón,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
4407,26,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
4408,82,Simple,Mujer,35 a 39,37 a 41,Sin especificar,2500 gramos y más,11,2022
4409,30,Múltiple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
4410,99,Sin especificar,Mujer,20 a 24,Sin especificar,Sin especificar,Sin especificar,6,2022
4411,66,Simple,Varón,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
4412,2,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,55,2022
4413,18,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,7,2022
4414,99,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
4415,54,Simple,Varón,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
4416,22,Múltiple,Varón,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4417,2,Sin especificar,Mujer,20 a 24,37 a 41,Sin especificar,Menos de 2500 gramos,2,2022
4418,74,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,7,2022
4419,10,Simple,Varón,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
4420,46,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14,2022
4421,22,Simple,Varón,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
4422,6,Múltiple,Mujer,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4423,26,Simple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,296,2022
4424,10,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
4425,42,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,57,2022
4426,6,Simple,Varón,35 a 39,37 a 41,Sin especificar,Menos de 2500 gramos,35,2022
4427,66,Simple,Mujer,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6,2022
4428,90,Simple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,18,2022
4429,22,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,266,2022
4430,6,Simple,Mujer,40 a 44,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
4431,18,Simple,Mujer,25 a 29,32 a 36,Sin especificar,2500 gramos y más,12,2022
4432,90,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1478,2022
4433,26,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
4434,78,Múltiple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
4435,34,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,8,2022
4436,74,Múltiple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
4437,22,Simple,Mujer,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
4438,90,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,747,2022
4439,6,Múltiple,Mujer,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
