,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
8226,6,2,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,3
8227,62,1,1,30 a 34,37 a 41,Sin especificar,2500 gramos y más,1
8228,66,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,2
8229,98,1,1,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8230,6,9,2,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8231,14,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,23
8232,22,1,2,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8233,54,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,132
8234,6,1,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Sin especificar,1
8235,2,1,1,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8236,66,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,14
8237,82,2,2,15 a 19,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8238,78,1,2,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,1
8239,66,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,21
8240,86,1,1,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,4
8241,82,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,35
8242,86,1,1,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8243,42,2,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8244,86,1,2,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8245,30,1,2,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8246,38,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,718
8247,30,1,1,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8248,6,1,1,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,24
8249,54,1,2,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8250,18,1,2,30 a 34,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8251,10,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8252,74,1,2,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
8253,42,1,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,6
8254,14,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
8255,66,1,1,25 a 29,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1
8256,14,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,15
8257,30,1,2,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
8258,94,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8259,54,1,2,20 a 24,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8260,90,1,1,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8261,18,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,27
8262,18,1,1,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
8263,22,1,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8264,14,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,2
8265,38,1,1,15 a 19,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8266,2,2,1,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8267,99,1,2,15 a 19,32 a 36,Sin especificar,Menos de 2500 gramos,2
8268,82,1,2,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8269,22,2,2,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,2
8270,22,1,1,Sin especificar,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8271,90,1,2,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,15
8272,58,2,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8273,99,1,2,Sin especificar,37 a 41,Sin especificar,Menos de 2500 gramos,2
8274,66,1,1,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,6
8275,82,1,1,20 a 24,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8276,6,1,2,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16
8277,82,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,55
8278,2,1,1,35 a 39,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,3
8279,90,1,2,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8280,18,1,1,Sin especificar,37 a 41,Sin especificar,Sin especificar,2
8281,10,1,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,407
8282,70,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9
8283,50,2,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
8284,6,9,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
8285,46,1,1,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1
8286,58,1,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8287,74,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
8288,42,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,130
8289,34,1,2,20 a 24,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8290,26,1,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8291,82,2,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8292,18,1,1,Menor de 15,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8293,46,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8294,14,2,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8295,6,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
8296,62,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8297,46,1,2,Menor de 15,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8298,54,1,2,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Sin especificar,1
8299,18,1,2,20 a 24,32 a 36,Sin especificar,Sin especificar,1
8300,90,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,15
8301,22,2,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
8302,2,2,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8303,70,2,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8304,66,1,2,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8305,30,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1081
8306,2,1,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8307,46,1,2,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,35
8308,14,2,2,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8309,14,2,1,25 a 29,32 a 36,Sin especificar,2500 gramos y más,2
8310,34,2,2,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,2
8311,2,2,1,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8312,34,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
8313,90,1,2,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8314,58,2,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
8315,2,1,2,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8316,18,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8317,10,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8318,6,1,2,De 45 y más,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,2
8319,66,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
8320,82,1,1,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8321,22,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,27
8322,62,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8323,6,1,2,15 a 19,28 a 31,Sin especificar,2500 gramos y más,1
8324,38,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,13
8325,46,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,13
8326,66,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
8327,6,1,2,Sin especificar,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
8328,66,2,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,6
8329,90,1,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,30
8330,6,1,2,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
8331,90,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5
8332,30,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,56
8333,82,1,1,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,28
8334,99,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8335,30,1,2,15 a 19,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8336,74,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
8337,38,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
8338,30,2,1,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3
8339,6,1,2,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8340,14,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,5
8341,50,1,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8342,86,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,608
8343,66,1,2,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,4
8344,66,1,2,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8345,98,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8346,14,2,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,7
8347,66,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
8348,6,2,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8349,18,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8350,42,1,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8351,6,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,231
8352,54,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,5
8353,6,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,53
8354,90,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8355,6,1,1,40 a 44,37 a 41,Sin especificar,2500 gramos y más,70
8356,62,1,1,20 a 24,37 a 41,Sin especificar,2500 gramos y más,4
8357,70,1,1,30 a 34,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8358,82,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8359,66,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,18
8360,6,9,1,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8361,6,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,69
8362,14,2,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,9
8363,6,2,2,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1
8364,74,1,1,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8365,6,1,2,15 a 19,42 y más,Sin especificar,2500 gramos y más,5
8366,90,1,2,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
8367,62,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
8368,26,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,150
8369,90,1,2,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
8370,6,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,303
8371,34,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8372,54,1,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,16
8373,14,1,1,20 a 24,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8374,50,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,949
8375,2,1,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,16
8376,30,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,254
8377,54,1,1,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
8378,74,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
8379,50,2,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8380,6,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,5248
8381,62,1,1,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,1
8382,26,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7
8383,6,9,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8384,30,1,1,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8385,6,2,2,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,6
8386,78,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8387,58,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,101
8388,34,1,1,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,4
8389,74,2,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
8390,82,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8391,50,1,2,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8392,50,1,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,13
8393,26,1,1,40 a 44,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8394,98,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8395,14,1,2,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,5
8396,54,1,2,35 a 39,37 a 41,Sin especificar,Sin especificar,2
8397,62,1,1,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8398,14,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,11
8399,54,1,9,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8400,58,1,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
8401,46,1,2,Menor de 15,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8402,98,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8403,18,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7
8404,46,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8405,78,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,3
8406,90,1,2,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8407,18,1,1,30 a 34,32 a 36,Sin especificar,2500 gramos y más,2
8408,66,1,1,20 a 24,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,8
8409,46,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8410,18,1,2,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,1
8411,18,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,570
8412,22,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8413,18,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,2
8414,54,1,1,25 a 29,Sin especificar,Sin especificar,Sin especificar,6
8415,66,1,1,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,20
8416,99,1,1,40 a 44,Sin especificar,Sin especificar,Sin especificar,1
8417,14,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
8418,42,1,1,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8419,82,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
8420,22,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,14
8421,86,2,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8422,50,1,1,15 a 19,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8423,18,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14
8424,82,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,2
8425,86,1,2,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8426,6,1,2,Sin especificar,Sin especificar,Sin especificar,2500 gramos y más,14
8427,78,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,43
8428,46,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,124
8429,26,2,1,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8430,66,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8431,30,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
8432,6,1,1,Menor de 15,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
8433,74,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8434,70,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8435,82,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,19
8436,6,2,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14
8437,22,1,2,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8438,6,1,2,25 a 29,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8439,26,2,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8440,58,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
8441,86,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,42
8442,38,1,1,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,10
8443,54,1,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,22
8444,2,1,1,35 a 39,37 a 41,Sin especificar,2500 gramos y más,13
8445,10,2,1,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8446,50,2,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,12
8447,22,1,2,15 a 19,32 a 36,Sin especificar,Menos de 2500 gramos,2
8448,6,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,212
8449,86,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8450,54,2,2,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8451,78,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,191
8452,22,9,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8453,14,2,2,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,1
8454,42,1,1,15 a 19,32 a 36,Sin especificar,2500 gramos y más,1
8455,10,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
8456,6,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,240
8457,26,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8458,58,1,2,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8459,54,1,2,35 a 39,32 a 36,Sin especificar,2500 gramos y más,3
8460,62,1,1,Sin especificar,32 a 36,Sin especificar,2500 gramos y más,1
8461,66,1,1,De 45 y más,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,2
8462,6,2,2,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8463,70,1,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
8464,94,1,2,20 a 24,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8465,70,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8466,62,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,21
8467,66,2,2,35 a 39,37 a 41,Sin especificar,2500 gramos y más,1
8468,18,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,2
8469,14,1,1,30 a 34,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8470,18,1,1,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8471,70,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,8
8472,18,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,22
8473,90,1,1,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
8474,70,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11
8475,22,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
8476,46,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,100
8477,66,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
8478,54,1,1,15 a 19,37 a 41,Sin especificar,Menos de 2500 gramos,1
8479,86,2,1,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8480,30,1,2,40 a 44,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,4
8481,66,1,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,6
8482,86,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,31
8483,6,2,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
8484,2,2,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
8485,66,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3
