,cobertura,edad,varon,mujer,total,provincia_id
3553,Obra social o prepaga (incluye PAMI),22,907,923,1830,34
3554,Obra social o prepaga (incluye PAMI),23,817,923,1740,34
3555,Obra social o prepaga (incluye PAMI),24,1001,975,1976,34
3556,Obra social o prepaga (incluye PAMI),25,1077,1156,2233,34
3557,Obra social o prepaga (incluye PAMI),26,1214,1178,2392,34
3558,Obra social o prepaga (incluye PAMI),27,1328,1282,2610,34
3559,Obra social o prepaga (incluye PAMI),28,1312,1311,2623,34
3560,Obra social o prepaga (incluye PAMI),29,1654,1369,3023,34
3561,Obra social o prepaga (incluye PAMI),30,1742,1569,3311,34
3562,Obra social o prepaga (incluye PAMI),31,1699,1577,3276,34
3563,Obra social o prepaga (incluye PAMI),32,1639,1467,3106,34
3564,Obra social o prepaga (incluye PAMI),33,1696,1582,3278,34
3565,Obra social o prepaga (incluye PAMI),34,1830,1567,3397,34
3566,Obra social o prepaga (incluye PAMI),35,1724,1627,3351,34
3567,Obra social o prepaga (incluye PAMI),36,1684,1497,3181,34
3568,Obra social o prepaga (incluye PAMI),37,1596,1473,3069,34
3569,Obra social o prepaga (incluye PAMI),38,1637,1409,3046,34
3570,Obra social o prepaga (incluye PAMI),39,1726,1523,3249,34
3571,Obra social o prepaga (incluye PAMI),40,1836,1536,3372,34
3572,Obra social o prepaga (incluye PAMI),41,1738,1567,3305,34
3573,Obra social o prepaga (incluye PAMI),42,1917,1668,3585,34
3574,Obra social o prepaga (incluye PAMI),43,1726,1544,3270,34
3575,Obra social o prepaga (incluye PAMI),44,1747,1484,3231,34
3576,Obra social o prepaga (incluye PAMI),45,1659,1449,3108,34
3577,Obra social o prepaga (incluye PAMI),46,1616,1362,2978,34
3578,Obra social o prepaga (incluye PAMI),47,1645,1342,2987,34
3579,Obra social o prepaga (incluye PAMI),48,1501,1266,2767,34
3580,Obra social o prepaga (incluye PAMI),49,1563,1230,2793,34
3581,Obra social o prepaga (incluye PAMI),50,1578,1270,2848,34
3582,Obra social o prepaga (incluye PAMI),51,1466,1236,2702,34
3583,Obra social o prepaga (incluye PAMI),52,1517,1274,2791,34
3584,Obra social o prepaga (incluye PAMI),53,1551,1264,2815,34
3585,Obra social o prepaga (incluye PAMI),54,1631,1264,2895,34
3586,Obra social o prepaga (incluye PAMI),55,1636,1279,2915,34
3587,Obra social o prepaga (incluye PAMI),56,1672,1309,2981,34
3588,Obra social o prepaga (incluye PAMI),57,1589,1311,2900,34
3589,Obra social o prepaga (incluye PAMI),58,1524,1369,2893,34
3590,Obra social o prepaga (incluye PAMI),59,1539,1321,2860,34
3591,Obra social o prepaga (incluye PAMI),60,1604,1340,2944,34
3592,Obra social o prepaga (incluye PAMI),61,1549,1204,2753,34
3593,Obra social o prepaga (incluye PAMI),62,1749,1188,2937,34
3594,Obra social o prepaga (incluye PAMI),63,1818,1232,3050,34
3595,Obra social o prepaga (incluye PAMI),64,1816,1197,3013,34
3596,Obra social o prepaga (incluye PAMI),65,1961,1351,3312,34
3597,Obra social o prepaga (incluye PAMI),66,1798,1362,3160,34
3598,Obra social o prepaga (incluye PAMI),67,1744,1430,3174,34
3599,Obra social o prepaga (incluye PAMI),68,1711,1413,3124,34
3600,Obra social o prepaga (incluye PAMI),69,1698,1302,3000,34
3601,Obra social o prepaga (incluye PAMI),70,1633,1418,3051,34
3602,Obra social o prepaga (incluye PAMI),71,1507,1306,2813,34
3603,Obra social o prepaga (incluye PAMI),72,1350,1230,2580,34
3604,Obra social o prepaga (incluye PAMI),73,1297,1061,2358,34
3605,Obra social o prepaga (incluye PAMI),74,1165,1008,2173,34
3606,Obra social o prepaga (incluye PAMI),75,1078,910,1988,34
3607,Obra social o prepaga (incluye PAMI),76,1067,854,1921,34
3608,Obra social o prepaga (incluye PAMI),77,1024,827,1851,34
3609,Obra social o prepaga (incluye PAMI),78,895,712,1607,34
3610,Obra social o prepaga (incluye PAMI),79,822,604,1426,34
3611,Obra social o prepaga (incluye PAMI),80,749,516,1265,34
3612,Obra social o prepaga (incluye PAMI),81,642,475,1117,34
3613,Obra social o prepaga (incluye PAMI),82,651,428,1079,34
3614,Obra social o prepaga (incluye PAMI),83,582,382,964,34
3615,Obra social o prepaga (incluye PAMI),84,525,369,894,34
3616,Obra social o prepaga (incluye PAMI),85,448,310,758,34
3617,Obra social o prepaga (incluye PAMI),86,436,247,683,34
3618,Obra social o prepaga (incluye PAMI),87,386,195,581,34
3619,Obra social o prepaga (incluye PAMI),88,274,160,434,34
3620,Obra social o prepaga (incluye PAMI),89,241,143,384,34
3621,Obra social o prepaga (incluye PAMI),90,222,133,355,34
3622,Obra social o prepaga (incluye PAMI),91,183,93,276,34
3623,Obra social o prepaga (incluye PAMI),92,144,69,213,34
3624,Obra social o prepaga (incluye PAMI),93,114,41,155,34
3625,Obra social o prepaga (incluye PAMI),94,104,34,138,34
3626,Obra social o prepaga (incluye PAMI),95,58,48,106,34
3627,Obra social o prepaga (incluye PAMI),96,43,30,73,34
3628,Obra social o prepaga (incluye PAMI),97,35,18,53,34
3629,Obra social o prepaga (incluye PAMI),98,26,13,39,34
3630,Obra social o prepaga (incluye PAMI),99,22,4,26,34
3631,Obra social o prepaga (incluye PAMI),100,8,2,10,34
3632,Obra social o prepaga (incluye PAMI),101,8,1,9,34
3633,Obra social o prepaga (incluye PAMI),102,5,4,9,34
3634,Obra social o prepaga (incluye PAMI),103,4,1,5,34
3635,Obra social o prepaga (incluye PAMI),104,2,-,2,34
3636,Obra social o prepaga (incluye PAMI),105,1,1,2,34
3637,Obra social o prepaga (incluye PAMI),106,1,-,1,34
3639,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,34
3640,Programas o planes estatales de salud,0,126,95,221,34
3641,Programas o planes estatales de salud,1,116,140,256,34
3642,Programas o planes estatales de salud,2,128,139,267,34
3643,Programas o planes estatales de salud,3,165,175,340,34
3644,Programas o planes estatales de salud,4,172,184,356,34
3645,Programas o planes estatales de salud,5,196,199,395,34
3646,Programas o planes estatales de salud,6,211,216,427,34
3647,Programas o planes estatales de salud,7,203,211,414,34
3648,Programas o planes estatales de salud,8,189,194,383,34
3649,Programas o planes estatales de salud,9,215,204,419,34
3650,Programas o planes estatales de salud,10,191,213,404,34
3651,Programas o planes estatales de salud,11,206,200,406,34
3652,Programas o planes estatales de salud,12,225,212,437,34
3653,Programas o planes estatales de salud,13,225,236,461,34
3654,Programas o planes estatales de salud,14,230,213,443,34
3655,Programas o planes estatales de salud,15,231,201,432,34
3656,Programas o planes estatales de salud,16,212,215,427,34
3657,Programas o planes estatales de salud,17,192,242,434,34
3658,Programas o planes estatales de salud,18,188,193,381,34
3659,Programas o planes estatales de salud,19,189,217,406,34
3660,Programas o planes estatales de salud,20,153,180,333,34
3661,Programas o planes estatales de salud,21,152,141,293,34
3662,Programas o planes estatales de salud,22,130,141,271,34
3663,Programas o planes estatales de salud,23,162,134,296,34
3664,Programas o planes estatales de salud,24,164,143,307,34
3665,Programas o planes estatales de salud,25,148,185,333,34
3666,Programas o planes estatales de salud,26,168,172,340,34
3667,Programas o planes estatales de salud,27,204,194,398,34
3668,Programas o planes estatales de salud,28,220,174,394,34
3669,Programas o planes estatales de salud,29,182,182,364,34
3670,Programas o planes estatales de salud,30,214,182,396,34
3671,Programas o planes estatales de salud,31,199,189,388,34
3672,Programas o planes estatales de salud,32,202,197,399,34
3673,Programas o planes estatales de salud,33,214,171,385,34
3674,Programas o planes estatales de salud,34,199,161,360,34
3675,Programas o planes estatales de salud,35,218,170,388,34
3676,Programas o planes estatales de salud,36,199,172,371,34
3677,Programas o planes estatales de salud,37,235,170,405,34
3678,Programas o planes estatales de salud,38,218,161,379,34
3679,Programas o planes estatales de salud,39,257,183,440,34
3680,Programas o planes estatales de salud,40,261,201,462,34
3681,Programas o planes estatales de salud,41,280,191,471,34
3682,Programas o planes estatales de salud,42,301,207,508,34
3683,Programas o planes estatales de salud,43,265,200,465,34
3684,Programas o planes estatales de salud,44,257,180,437,34
3685,Programas o planes estatales de salud,45,257,185,442,34
3686,Programas o planes estatales de salud,46,259,202,461,34
3687,Programas o planes estatales de salud,47,281,154,435,34
3688,Programas o planes estatales de salud,48,223,166,389,34
3689,Programas o planes estatales de salud,49,287,193,480,34
3690,Programas o planes estatales de salud,50,256,209,465,34
3691,Programas o planes estatales de salud,51,257,182,439,34
3692,Programas o planes estatales de salud,52,272,173,445,34
3693,Programas o planes estatales de salud,53,265,177,442,34
3694,Programas o planes estatales de salud,54,282,178,460,34
3695,Programas o planes estatales de salud,55,322,205,527,34
3696,Programas o planes estatales de salud,56,265,217,482,34
3697,Programas o planes estatales de salud,57,244,210,454,34
3698,Programas o planes estatales de salud,58,290,167,457,34
3699,Programas o planes estatales de salud,59,282,202,484,34
3700,Programas o planes estatales de salud,60,242,207,449,34
3701,Programas o planes estatales de salud,61,236,171,407,34
3702,Programas o planes estatales de salud,62,184,168,352,34
3703,Programas o planes estatales de salud,63,163,166,329,34
3704,Programas o planes estatales de salud,64,167,168,335,34
3705,Programas o planes estatales de salud,65,143,163,306,34
3706,Programas o planes estatales de salud,66,114,113,227,34
3707,Programas o planes estatales de salud,67,92,102,194,34
3708,Programas o planes estatales de salud,68,86,87,173,34
3709,Programas o planes estatales de salud,69,93,75,168,34
3710,Programas o planes estatales de salud,70,97,70,167,34
3711,Programas o planes estatales de salud,71,67,71,138,34
3712,Programas o planes estatales de salud,72,65,56,121,34
3713,Programas o planes estatales de salud,73,64,49,113,34
3714,Programas o planes estatales de salud,74,58,37,95,34
3715,Programas o planes estatales de salud,75,24,30,54,34
3716,Programas o planes estatales de salud,76,27,39,66,34
3717,Programas o planes estatales de salud,77,32,35,67,34
3718,Programas o planes estatales de salud,78,26,18,44,34
3719,Programas o planes estatales de salud,79,22,13,35,34
3720,Programas o planes estatales de salud,80,23,11,34,34
3721,Programas o planes estatales de salud,81,15,14,29,34
3722,Programas o planes estatales de salud,82,17,9,26,34
3723,Programas o planes estatales de salud,83,10,18,28,34
3724,Programas o planes estatales de salud,84,12,12,24,34
3725,Programas o planes estatales de salud,85,11,8,19,34
3726,Programas o planes estatales de salud,86,11,9,20,34
3727,Programas o planes estatales de salud,87,7,3,10,34
3728,Programas o planes estatales de salud,88,5,6,11,34
3729,Programas o planes estatales de salud,89,6,1,7,34
3730,Programas o planes estatales de salud,90,7,2,9,34
3731,Programas o planes estatales de salud,91,1,3,4,34
3732,Programas o planes estatales de salud,92,1,3,4,34
3733,Programas o planes estatales de salud,93,4,1,5,34
3734,Programas o planes estatales de salud,94,1,1,2,34
3735,Programas o planes estatales de salud,95,-,1,1,34
3736,Programas o planes estatales de salud,96,-,1,1,34
3737,Programas o planes estatales de salud,97,1,-,1,34
3738,Programas o planes estatales de salud,102,1,-,1,34
3739,Programas o planes estatales de salud,103,1,-,1,34
3741,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,34
3742,"No tiene obra social, prepaga ni plan estatal",0,2561,2629,5190,34
3743,"No tiene obra social, prepaga ni plan estatal",1,2696,2775,5471,34
3744,"No tiene obra social, prepaga ni plan estatal",2,3005,2912,5917,34
3745,"No tiene obra social, prepaga ni plan estatal",3,3348,3656,7004,34
