,cobertura,edad,varon,mujer,total,provincia_id
5298,Obra social o prepaga (incluye PAMI),33,8282,7679,15961,50
5299,Obra social o prepaga (incluye PAMI),34,8584,7940,16524,50
5300,Obra social o prepaga (incluye PAMI),35,8990,8191,17181,50
5301,Obra social o prepaga (incluye PAMI),36,8770,8013,16783,50
5302,Obra social o prepaga (incluye PAMI),37,8470,7612,16082,50
5303,Obra social o prepaga (incluye PAMI),38,8252,7578,15830,50
5304,Obra social o prepaga (incluye PAMI),39,8470,7999,16469,50
5305,Obra social o prepaga (incluye PAMI),40,9132,8679,17811,50
5306,Obra social o prepaga (incluye PAMI),41,8899,8020,16919,50
5307,Obra social o prepaga (incluye PAMI),42,9324,8475,17799,50
5308,Obra social o prepaga (incluye PAMI),43,9068,8321,17389,50
5309,Obra social o prepaga (incluye PAMI),44,8780,7791,16571,50
5310,Obra social o prepaga (incluye PAMI),45,8679,7462,16141,50
5311,Obra social o prepaga (incluye PAMI),46,8343,7516,15859,50
5312,Obra social o prepaga (incluye PAMI),47,8339,7333,15672,50
5313,Obra social o prepaga (incluye PAMI),48,7899,6806,14705,50
5314,Obra social o prepaga (incluye PAMI),49,7712,6763,14475,50
5315,Obra social o prepaga (incluye PAMI),50,7844,6910,14754,50
5316,Obra social o prepaga (incluye PAMI),51,7465,6361,13826,50
5317,Obra social o prepaga (incluye PAMI),52,7179,6247,13426,50
5318,Obra social o prepaga (incluye PAMI),53,6675,5721,12396,50
5319,Obra social o prepaga (incluye PAMI),54,6697,5658,12355,50
5320,Obra social o prepaga (incluye PAMI),55,6342,5511,11853,50
5321,Obra social o prepaga (incluye PAMI),56,6364,5416,11780,50
5322,Obra social o prepaga (incluye PAMI),57,6414,5522,11936,50
5323,Obra social o prepaga (incluye PAMI),58,6599,5215,11814,50
5324,Obra social o prepaga (incluye PAMI),59,6590,5411,12001,50
5325,Obra social o prepaga (incluye PAMI),60,7061,5486,12547,50
5326,Obra social o prepaga (incluye PAMI),61,7412,5292,12704,50
5327,Obra social o prepaga (incluye PAMI),62,7765,5382,13147,50
5328,Obra social o prepaga (incluye PAMI),63,8013,5330,13343,50
5329,Obra social o prepaga (incluye PAMI),64,8099,5188,13287,50
5330,Obra social o prepaga (incluye PAMI),65,8486,5901,14387,50
5331,Obra social o prepaga (incluye PAMI),66,8265,6375,14640,50
5332,Obra social o prepaga (incluye PAMI),67,8307,6766,15073,50
5333,Obra social o prepaga (incluye PAMI),68,7855,6442,14297,50
5334,Obra social o prepaga (incluye PAMI),69,8056,6334,14390,50
5335,Obra social o prepaga (incluye PAMI),70,7909,6307,14216,50
5336,Obra social o prepaga (incluye PAMI),71,7534,5734,13268,50
5337,Obra social o prepaga (incluye PAMI),72,7372,6093,13465,50
5338,Obra social o prepaga (incluye PAMI),73,6946,5454,12400,50
5339,Obra social o prepaga (incluye PAMI),74,6608,4993,11601,50
5340,Obra social o prepaga (incluye PAMI),75,6219,4535,10754,50
5341,Obra social o prepaga (incluye PAMI),76,5909,4327,10236,50
5342,Obra social o prepaga (incluye PAMI),77,5609,3938,9547,50
5343,Obra social o prepaga (incluye PAMI),78,5217,3504,8721,50
5344,Obra social o prepaga (incluye PAMI),79,4577,3173,7750,50
5345,Obra social o prepaga (incluye PAMI),80,4201,2810,7011,50
5346,Obra social o prepaga (incluye PAMI),81,3861,2520,6381,50
5347,Obra social o prepaga (incluye PAMI),82,3654,2217,5871,50
5348,Obra social o prepaga (incluye PAMI),83,3158,1852,5010,50
5349,Obra social o prepaga (incluye PAMI),84,2691,1616,4307,50
5350,Obra social o prepaga (incluye PAMI),85,2555,1398,3953,50
5351,Obra social o prepaga (incluye PAMI),86,2300,1214,3514,50
5352,Obra social o prepaga (incluye PAMI),87,1999,1069,3068,50
5353,Obra social o prepaga (incluye PAMI),88,1598,833,2431,50
5354,Obra social o prepaga (incluye PAMI),89,1417,711,2128,50
5355,Obra social o prepaga (incluye PAMI),90,1333,622,1955,50
5356,Obra social o prepaga (incluye PAMI),91,1040,460,1500,50
5357,Obra social o prepaga (incluye PAMI),92,890,362,1252,50
5358,Obra social o prepaga (incluye PAMI),93,657,214,871,50
5359,Obra social o prepaga (incluye PAMI),94,497,180,677,50
5360,Obra social o prepaga (incluye PAMI),95,372,125,497,50
5361,Obra social o prepaga (incluye PAMI),96,275,105,380,50
5362,Obra social o prepaga (incluye PAMI),97,182,84,266,50
5363,Obra social o prepaga (incluye PAMI),98,114,45,159,50
5364,Obra social o prepaga (incluye PAMI),99,98,39,137,50
5365,Obra social o prepaga (incluye PAMI),100,42,4,46,50
5366,Obra social o prepaga (incluye PAMI),101,23,4,27,50
5367,Obra social o prepaga (incluye PAMI),102,23,16,39,50
5368,Obra social o prepaga (incluye PAMI),103,19,11,30,50
5369,Obra social o prepaga (incluye PAMI),104,5,1,6,50
5370,Obra social o prepaga (incluye PAMI),105,2,-,2,50
5371,Obra social o prepaga (incluye PAMI),106,-,1,1,50
5372,Obra social o prepaga (incluye PAMI),107,1,-,1,50
5373,Obra social o prepaga (incluye PAMI),108,3,-,3,50
5374,Obra social o prepaga (incluye PAMI),109,1,1,2,50
5376,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,50
5377,Programas o planes estatales de salud,0,380,401,781,50
5378,Programas o planes estatales de salud,1,375,412,787,50
5379,Programas o planes estatales de salud,2,411,383,794,50
5380,Programas o planes estatales de salud,3,407,449,856,50
5381,Programas o planes estatales de salud,4,469,453,922,50
5382,Programas o planes estatales de salud,5,486,503,989,50
5383,Programas o planes estatales de salud,6,484,503,987,50
5384,Programas o planes estatales de salud,7,557,545,1102,50
5385,Programas o planes estatales de salud,8,499,519,1018,50
5386,Programas o planes estatales de salud,9,500,511,1011,50
5387,Programas o planes estatales de salud,10,532,518,1050,50
5388,Programas o planes estatales de salud,11,498,514,1012,50
5389,Programas o planes estatales de salud,12,460,506,966,50
5390,Programas o planes estatales de salud,13,441,545,986,50
5391,Programas o planes estatales de salud,14,511,479,990,50
5392,Programas o planes estatales de salud,15,453,483,936,50
5393,Programas o planes estatales de salud,16,471,450,921,50
5394,Programas o planes estatales de salud,17,453,486,939,50
5395,Programas o planes estatales de salud,18,371,350,721,50
5396,Programas o planes estatales de salud,19,436,368,804,50
5397,Programas o planes estatales de salud,20,374,350,724,50
5398,Programas o planes estatales de salud,21,384,336,720,50
5399,Programas o planes estatales de salud,22,388,341,729,50
5400,Programas o planes estatales de salud,23,384,333,717,50
5401,Programas o planes estatales de salud,24,400,371,771,50
5402,Programas o planes estatales de salud,25,468,349,817,50
5403,Programas o planes estatales de salud,26,453,359,812,50
5404,Programas o planes estatales de salud,27,428,333,761,50
5405,Programas o planes estatales de salud,28,505,326,831,50
5406,Programas o planes estatales de salud,29,493,428,921,50
5407,Programas o planes estatales de salud,30,517,427,944,50
5408,Programas o planes estatales de salud,31,470,413,883,50
5409,Programas o planes estatales de salud,32,459,400,859,50
5410,Programas o planes estatales de salud,33,511,349,860,50
5411,Programas o planes estatales de salud,34,489,384,873,50
5412,Programas o planes estatales de salud,35,497,435,932,50
5413,Programas o planes estatales de salud,36,477,418,895,50
5414,Programas o planes estatales de salud,37,461,375,836,50
5415,Programas o planes estatales de salud,38,418,339,757,50
5416,Programas o planes estatales de salud,39,477,366,843,50
5417,Programas o planes estatales de salud,40,489,400,889,50
5418,Programas o planes estatales de salud,41,473,375,848,50
5419,Programas o planes estatales de salud,42,460,435,895,50
5420,Programas o planes estatales de salud,43,513,374,887,50
5421,Programas o planes estatales de salud,44,508,371,879,50
5422,Programas o planes estatales de salud,45,479,401,880,50
5423,Programas o planes estatales de salud,46,470,376,846,50
5424,Programas o planes estatales de salud,47,447,361,808,50
5425,Programas o planes estatales de salud,48,433,350,783,50
5426,Programas o planes estatales de salud,49,437,303,740,50
5427,Programas o planes estatales de salud,50,430,335,765,50
5428,Programas o planes estatales de salud,51,411,312,723,50
5429,Programas o planes estatales de salud,52,428,304,732,50
5430,Programas o planes estatales de salud,53,412,250,662,50
5431,Programas o planes estatales de salud,54,459,250,709,50
5432,Programas o planes estatales de salud,55,403,239,642,50
5433,Programas o planes estatales de salud,56,385,282,667,50
5434,Programas o planes estatales de salud,57,384,303,687,50
5435,Programas o planes estatales de salud,58,398,272,670,50
5436,Programas o planes estatales de salud,59,449,271,720,50
5437,Programas o planes estatales de salud,60,376,234,610,50
5438,Programas o planes estatales de salud,61,276,243,519,50
5439,Programas o planes estatales de salud,62,280,224,504,50
5440,Programas o planes estatales de salud,63,224,231,455,50
5441,Programas o planes estatales de salud,64,192,229,421,50
5442,Programas o planes estatales de salud,65,165,211,376,50
5443,Programas o planes estatales de salud,66,141,160,301,50
5444,Programas o planes estatales de salud,67,162,130,292,50
5445,Programas o planes estatales de salud,68,128,104,232,50
5446,Programas o planes estatales de salud,69,151,124,275,50
5447,Programas o planes estatales de salud,70,101,96,197,50
5448,Programas o planes estatales de salud,71,120,73,193,50
5449,Programas o planes estatales de salud,72,95,85,180,50
5450,Programas o planes estatales de salud,73,91,62,153,50
5451,Programas o planes estatales de salud,74,87,58,145,50
5452,Programas o planes estatales de salud,75,68,51,119,50
5453,Programas o planes estatales de salud,76,64,54,118,50
5454,Programas o planes estatales de salud,77,62,54,116,50
5455,Programas o planes estatales de salud,78,60,37,97,50
5456,Programas o planes estatales de salud,79,45,34,79,50
5457,Programas o planes estatales de salud,80,41,27,68,50
5458,Programas o planes estatales de salud,81,48,27,75,50
5459,Programas o planes estatales de salud,82,37,22,59,50
5460,Programas o planes estatales de salud,83,34,15,49,50
5461,Programas o planes estatales de salud,84,36,10,46,50
5462,Programas o planes estatales de salud,85,18,17,35,50
5463,Programas o planes estatales de salud,86,26,13,39,50
5464,Programas o planes estatales de salud,87,21,18,39,50
5465,Programas o planes estatales de salud,88,12,8,20,50
5466,Programas o planes estatales de salud,89,18,5,23,50
5467,Programas o planes estatales de salud,90,14,5,19,50
5468,Programas o planes estatales de salud,91,9,6,15,50
5469,Programas o planes estatales de salud,92,15,4,19,50
5470,Programas o planes estatales de salud,93,8,2,10,50
5471,Programas o planes estatales de salud,94,5,4,9,50
5472,Programas o planes estatales de salud,95,5,3,8,50
5473,Programas o planes estatales de salud,96,3,1,4,50
5474,Programas o planes estatales de salud,97,4,-,4,50
5475,Programas o planes estatales de salud,99,2,1,3,50
5476,Programas o planes estatales de salud,107,1,-,1,50
5478,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,50
5479,"No tiene obra social, prepaga ni plan estatal",0,5534,5502,11036,50
5480,"No tiene obra social, prepaga ni plan estatal",1,5488,5633,11121,50
5481,"No tiene obra social, prepaga ni plan estatal",2,6281,6608,12889,50
5482,"No tiene obra social, prepaga ni plan estatal",3,6849,7222,14071,50
5483,"No tiene obra social, prepaga ni plan estatal",4,7243,7484,14727,50
5484,"No tiene obra social, prepaga ni plan estatal",5,7357,7605,14962,50
5485,"No tiene obra social, prepaga ni plan estatal",6,8040,8197,16237,50
5486,"No tiene obra social, prepaga ni plan estatal",7,8459,8504,16963,50
5487,"No tiene obra social, prepaga ni plan estatal",8,7778,8000,15778,50
5488,"No tiene obra social, prepaga ni plan estatal",9,7679,7735,15414,50
5489,"No tiene obra social, prepaga ni plan estatal",10,7167,7482,14649,50
5490,"No tiene obra social, prepaga ni plan estatal",11,7442,7709,15151,50
5491,"No tiene obra social, prepaga ni plan estatal",12,7469,7618,15087,50
5492,"No tiene obra social, prepaga ni plan estatal",13,7202,7404,14606,50
5493,"No tiene obra social, prepaga ni plan estatal",14,6963,7227,14190,50
5494,"No tiene obra social, prepaga ni plan estatal",15,6887,7052,13939,50
5495,"No tiene obra social, prepaga ni plan estatal",16,6901,7034,13935,50
5496,"No tiene obra social, prepaga ni plan estatal",17,6874,6920,13794,50
5497,"No tiene obra social, prepaga ni plan estatal",18,6457,6579,13036,50
5498,"No tiene obra social, prepaga ni plan estatal",19,6511,6543,13054,50
5499,"No tiene obra social, prepaga ni plan estatal",20,6631,6760,13391,50
5500,"No tiene obra social, prepaga ni plan estatal",21,8682,8693,17375,50
5501,"No tiene obra social, prepaga ni plan estatal",22,9418,9379,18797,50
5502,"No tiene obra social, prepaga ni plan estatal",23,9304,9117,18421,50
5503,"No tiene obra social, prepaga ni plan estatal",24,8879,8790,17669,50
5504,"No tiene obra social, prepaga ni plan estatal",25,9144,8621,17765,50
5505,"No tiene obra social, prepaga ni plan estatal",26,9317,8645,17962,50
5506,"No tiene obra social, prepaga ni plan estatal",27,9108,8729,17837,50
5507,"No tiene obra social, prepaga ni plan estatal",28,8094,8006,16100,50
5508,"No tiene obra social, prepaga ni plan estatal",29,8033,8067,16100,50
5509,"No tiene obra social, prepaga ni plan estatal",30,8036,8054,16090,50
5510,"No tiene obra social, prepaga ni plan estatal",31,7169,7202,14371,50
5511,"No tiene obra social, prepaga ni plan estatal",32,6565,6822,13387,50
5512,"No tiene obra social, prepaga ni plan estatal",33,6446,6319,12765,50
5513,"No tiene obra social, prepaga ni plan estatal",34,6300,6192,12492,50
5514,"No tiene obra social, prepaga ni plan estatal",35,6065,6455,12520,50
5515,"No tiene obra social, prepaga ni plan estatal",36,5701,5758,11459,50
5516,"No tiene obra social, prepaga ni plan estatal",37,5252,5331,10583,50
5517,"No tiene obra social, prepaga ni plan estatal",38,5062,5102,10164,50
5518,"No tiene obra social, prepaga ni plan estatal",39,5362,5230,10592,50
5519,"No tiene obra social, prepaga ni plan estatal",40,5498,5611,11109,50
5520,"No tiene obra social, prepaga ni plan estatal",41,5089,5055,10144,50
5521,"No tiene obra social, prepaga ni plan estatal",42,5282,5412,10694,50
5522,"No tiene obra social, prepaga ni plan estatal",43,5030,5083,10113,50
5523,"No tiene obra social, prepaga ni plan estatal",44,4683,4665,9348,50
5524,"No tiene obra social, prepaga ni plan estatal",45,4464,4494,8958,50
5525,"No tiene obra social, prepaga ni plan estatal",46,4407,4512,8919,50
5526,"No tiene obra social, prepaga ni plan estatal",47,4362,4405,8767,50
5527,"No tiene obra social, prepaga ni plan estatal",48,4064,4059,8123,50
5528,"No tiene obra social, prepaga ni plan estatal",49,4018,4125,8143,50
5529,"No tiene obra social, prepaga ni plan estatal",50,3949,3877,7826,50
5530,"No tiene obra social, prepaga ni plan estatal",51,3635,3522,7157,50
5531,"No tiene obra social, prepaga ni plan estatal",52,3606,3665,7271,50
5532,"No tiene obra social, prepaga ni plan estatal",53,3384,3344,6728,50
5533,"No tiene obra social, prepaga ni plan estatal",54,3219,3235,6454,50
5534,"No tiene obra social, prepaga ni plan estatal",55,3142,2962,6104,50
5535,"No tiene obra social, prepaga ni plan estatal",56,2989,3038,6027,50
5536,"No tiene obra social, prepaga ni plan estatal",57,3098,3061,6159,50
5537,"No tiene obra social, prepaga ni plan estatal",58,2974,2992,5966,50
5538,"No tiene obra social, prepaga ni plan estatal",59,2977,3060,6037,50
5539,"No tiene obra social, prepaga ni plan estatal",60,2478,2870,5348,50
5540,"No tiene obra social, prepaga ni plan estatal",61,1671,2655,4326,50
5541,"No tiene obra social, prepaga ni plan estatal",62,1259,2461,3720,50
5542,"No tiene obra social, prepaga ni plan estatal",63,887,2331,3218,50
5543,"No tiene obra social, prepaga ni plan estatal",64,724,2222,2946,50
5544,"No tiene obra social, prepaga ni plan estatal",65,605,1707,2312,50
5545,"No tiene obra social, prepaga ni plan estatal",66,378,833,1211,50
5546,"No tiene obra social, prepaga ni plan estatal",67,319,663,982,50
5547,"No tiene obra social, prepaga ni plan estatal",68,282,443,725,50
5548,"No tiene obra social, prepaga ni plan estatal",69,239,338,577,50
5549,"No tiene obra social, prepaga ni plan estatal",70,267,266,533,50
5550,"No tiene obra social, prepaga ni plan estatal",71,199,181,380,50
5551,"No tiene obra social, prepaga ni plan estatal",72,190,166,356,50
5552,"No tiene obra social, prepaga ni plan estatal",73,183,146,329,50
5553,"No tiene obra social, prepaga ni plan estatal",74,170,116,286,50
5554,"No tiene obra social, prepaga ni plan estatal",75,136,121,257,50
5555,"No tiene obra social, prepaga ni plan estatal",76,137,126,263,50
5556,"No tiene obra social, prepaga ni plan estatal",77,131,113,244,50
5557,"No tiene obra social, prepaga ni plan estatal",78,112,87,199,50
5558,"No tiene obra social, prepaga ni plan estatal",79,83,71,154,50
5559,"No tiene obra social, prepaga ni plan estatal",80,69,61,130,50
5560,"No tiene obra social, prepaga ni plan estatal",81,73,63,136,50
5561,"No tiene obra social, prepaga ni plan estatal",82,88,50,138,50
5562,"No tiene obra social, prepaga ni plan estatal",83,67,48,115,50
5563,"No tiene obra social, prepaga ni plan estatal",84,53,34,87,50
5564,"No tiene obra social, prepaga ni plan estatal",85,48,46,94,50
5565,"No tiene obra social, prepaga ni plan estatal",86,53,36,89,50
5566,"No tiene obra social, prepaga ni plan estatal",87,42,30,72,50
5567,"No tiene obra social, prepaga ni plan estatal",88,38,39,77,50
5568,"No tiene obra social, prepaga ni plan estatal",89,35,22,57,50
5569,"No tiene obra social, prepaga ni plan estatal",90,45,27,72,50
5570,"No tiene obra social, prepaga ni plan estatal",91,48,23,71,50
5571,"No tiene obra social, prepaga ni plan estatal",92,36,19,55,50
5572,"No tiene obra social, prepaga ni plan estatal",93,25,25,50,50
5573,"No tiene obra social, prepaga ni plan estatal",94,22,23,45,50
5574,"No tiene obra social, prepaga ni plan estatal",95,17,21,38,50
5575,"No tiene obra social, prepaga ni plan estatal",96,26,12,38,50
5576,"No tiene obra social, prepaga ni plan estatal",97,20,15,35,50
5577,"No tiene obra social, prepaga ni plan estatal",98,10,11,21,50
5578,"No tiene obra social, prepaga ni plan estatal",99,13,19,32,50
5579,"No tiene obra social, prepaga ni plan estatal",100,2,-,2,50
5580,"No tiene obra social, prepaga ni plan estatal",102,11,3,14,50
5581,"No tiene obra social, prepaga ni plan estatal",103,2,2,4,50
5582,"No tiene obra social, prepaga ni plan estatal",106,1,1,2,50
5583,"No tiene obra social, prepaga ni plan estatal",107,1,-,1,50
5584,"No tiene obra social, prepaga ni plan estatal",110,1,-,1,50
5702,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,54
5703,Obra social o prepaga (incluye PAMI),0,3140,3304,6444,54
5704,Obra social o prepaga (incluye PAMI),1,3273,3289,6562,54
5705,Obra social o prepaga (incluye PAMI),2,3409,3674,7083,54
5706,Obra social o prepaga (incluye PAMI),3,4097,4017,8114,54
5707,Obra social o prepaga (incluye PAMI),4,4340,4557,8897,54
5708,Obra social o prepaga (incluye PAMI),5,4285,4478,8763,54
5709,Obra social o prepaga (incluye PAMI),6,4571,4709,9280,54
5710,Obra social o prepaga (incluye PAMI),7,4803,5107,9910,54
5711,Obra social o prepaga (incluye PAMI),8,4803,4790,9593,54
5712,Obra social o prepaga (incluye PAMI),9,4718,4903,9621,54
5713,Obra social o prepaga (incluye PAMI),10,4812,4941,9753,54
5714,Obra social o prepaga (incluye PAMI),11,5087,5271,10358,54
5715,Obra social o prepaga (incluye PAMI),12,5049,5093,10142,54
5716,Obra social o prepaga (incluye PAMI),13,4718,4944,9662,54
5717,Obra social o prepaga (incluye PAMI),14,4551,4697,9248,54
5718,Obra social o prepaga (incluye PAMI),15,4598,4820,9418,54
5719,Obra social o prepaga (incluye PAMI),16,4479,4563,9042,54
5720,Obra social o prepaga (incluye PAMI),17,4591,4780,9371,54
5721,Obra social o prepaga (incluye PAMI),18,4093,4150,8243,54
5722,Obra social o prepaga (incluye PAMI),19,4046,3985,8031,54
5723,Obra social o prepaga (incluye PAMI),20,3765,3777,7542,54
5724,Obra social o prepaga (incluye PAMI),21,3303,3282,6585,54
5725,Obra social o prepaga (incluye PAMI),22,3180,3105,6285,54
5726,Obra social o prepaga (incluye PAMI),23,3171,3047,6218,54
5727,Obra social o prepaga (incluye PAMI),24,3442,3273,6715,54
5728,Obra social o prepaga (incluye PAMI),25,3477,3366,6843,54
5729,Obra social o prepaga (incluye PAMI),26,3674,3434,7108,54
5730,Obra social o prepaga (incluye PAMI),27,3984,3430,7414,54
5731,Obra social o prepaga (incluye PAMI),28,4041,3567,7608,54
5732,Obra social o prepaga (incluye PAMI),29,4378,3700,8078,54
5733,Obra social o prepaga (incluye PAMI),30,4908,4129,9037,54
5734,Obra social o prepaga (incluye PAMI),31,4801,4123,8924,54
5735,Obra social o prepaga (incluye PAMI),32,4504,4123,8627,54
5736,Obra social o prepaga (incluye PAMI),33,4610,4209,8819,54
5737,Obra social o prepaga (incluye PAMI),34,4530,4187,8717,54
5738,Obra social o prepaga (incluye PAMI),35,4708,4439,9147,54
5739,Obra social o prepaga (incluye PAMI),36,4817,4262,9079,54
5740,Obra social o prepaga (incluye PAMI),37,4651,4353,9004,54
5741,Obra social o prepaga (incluye PAMI),38,4437,4076,8513,54
5742,Obra social o prepaga (incluye PAMI),39,4604,4241,8845,54
5743,Obra social o prepaga (incluye PAMI),40,4516,4411,8927,54
5744,Obra social o prepaga (incluye PAMI),41,4298,3930,8228,54
5745,Obra social o prepaga (incluye PAMI),42,4582,4322,8904,54
5746,Obra social o prepaga (incluye PAMI),43,4410,4040,8450,54
5747,Obra social o prepaga (incluye PAMI),44,4201,3823,8024,54
5748,Obra social o prepaga (incluye PAMI),45,4036,3778,7814,54
5749,Obra social o prepaga (incluye PAMI),46,3968,3491,7459,54
5750,Obra social o prepaga (incluye PAMI),47,3830,3463,7293,54
5751,Obra social o prepaga (incluye PAMI),48,3591,3190,6781,54
5752,Obra social o prepaga (incluye PAMI),49,3538,3178,6716,54
5753,Obra social o prepaga (incluye PAMI),50,3686,3174,6860,54
5754,Obra social o prepaga (incluye PAMI),51,3387,3039,6426,54
5755,Obra social o prepaga (incluye PAMI),52,3442,2916,6358,54
5756,Obra social o prepaga (incluye PAMI),53,3128,2805,5933,54
5757,Obra social o prepaga (incluye PAMI),54,3239,2775,6014,54
5758,Obra social o prepaga (incluye PAMI),55,3182,2606,5788,54
5759,Obra social o prepaga (incluye PAMI),56,3311,2851,6162,54
5760,Obra social o prepaga (incluye PAMI),57,3328,2876,6204,54
5761,Obra social o prepaga (incluye PAMI),58,3252,2883,6135,54
5762,Obra social o prepaga (incluye PAMI),59,3302,2838,6140,54
5763,Obra social o prepaga (incluye PAMI),60,3433,2705,6138,54
5764,Obra social o prepaga (incluye PAMI),61,3516,2718,6234,54
5765,Obra social o prepaga (incluye PAMI),62,3668,2665,6333,54
5766,Obra social o prepaga (incluye PAMI),63,3812,2581,6393,54
5767,Obra social o prepaga (incluye PAMI),64,3841,2627,6468,54
5768,Obra social o prepaga (incluye PAMI),65,3989,2842,6831,54
5769,Obra social o prepaga (incluye PAMI),66,3764,3166,6930,54
5770,Obra social o prepaga (incluye PAMI),67,3751,3210,6961,54
5771,Obra social o prepaga (incluye PAMI),68,3543,2984,6527,54
5772,Obra social o prepaga (incluye PAMI),69,3440,2956,6396,54
5773,Obra social o prepaga (incluye PAMI),70,3209,2921,6130,54
5774,Obra social o prepaga (incluye PAMI),71,2778,2606,5384,54
5775,Obra social o prepaga (incluye PAMI),72,2708,2463,5171,54
5776,Obra social o prepaga (incluye PAMI),73,2566,2244,4810,54
5777,Obra social o prepaga (incluye PAMI),74,2332,1982,4314,54
5778,Obra social o prepaga (incluye PAMI),75,2223,1808,4031,54
5779,Obra social o prepaga (incluye PAMI),76,2157,1646,3803,54
5780,Obra social o prepaga (incluye PAMI),77,1852,1546,3398,54
5781,Obra social o prepaga (incluye PAMI),78,1834,1347,3181,54
5782,Obra social o prepaga (incluye PAMI),79,1575,1154,2729,54
5783,Obra social o prepaga (incluye PAMI),80,1374,1075,2449,54
5784,Obra social o prepaga (incluye PAMI),81,1327,1013,2340,54
5785,Obra social o prepaga (incluye PAMI),82,1256,872,2128,54
5786,Obra social o prepaga (incluye PAMI),83,1192,706,1898,54
5787,Obra social o prepaga (incluye PAMI),84,1002,629,1631,54
5788,Obra social o prepaga (incluye PAMI),85,854,562,1416,54
5789,Obra social o prepaga (incluye PAMI),86,791,449,1240,54
5790,Obra social o prepaga (incluye PAMI),87,678,348,1026,54
5791,Obra social o prepaga (incluye PAMI),88,521,304,825,54
5792,Obra social o prepaga (incluye PAMI),89,519,272,791,54
5793,Obra social o prepaga (incluye PAMI),90,374,191,565,54
5794,Obra social o prepaga (incluye PAMI),91,311,176,487,54
5795,Obra social o prepaga (incluye PAMI),92,263,117,380,54
5796,Obra social o prepaga (incluye PAMI),93,196,90,286,54
5797,Obra social o prepaga (incluye PAMI),94,162,83,245,54
5798,Obra social o prepaga (incluye PAMI),95,112,67,179,54
5799,Obra social o prepaga (incluye PAMI),96,70,48,118,54
5800,Obra social o prepaga (incluye PAMI),97,55,31,86,54
5801,Obra social o prepaga (incluye PAMI),98,37,23,60,54
5802,Obra social o prepaga (incluye PAMI),99,22,7,29,54
5803,Obra social o prepaga (incluye PAMI),100,12,5,17,54
5804,Obra social o prepaga (incluye PAMI),101,9,4,13,54
5805,Obra social o prepaga (incluye PAMI),102,10,10,20,54
5806,Obra social o prepaga (incluye PAMI),103,9,3,12,54
5807,Obra social o prepaga (incluye PAMI),104,3,1,4,54
5808,Obra social o prepaga (incluye PAMI),105,1,-,1,54
5809,Obra social o prepaga (incluye PAMI),106,-,1,1,54
5810,Obra social o prepaga (incluye PAMI),107,1,-,1,54
5811,Obra social o prepaga (incluye PAMI),108,3,1,4,54
5812,Obra social o prepaga (incluye PAMI),109,1,1,2,54
5813,Obra social o prepaga (incluye PAMI),110,2,-,2,54
5815,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,54
5816,Programas o planes estatales de salud,0,588,600,1188,54
5817,Programas o planes estatales de salud,1,575,586,1161,54
5818,Programas o planes estatales de salud,2,641,649,1290,54
5819,Programas o planes estatales de salud,3,659,683,1342,54
5820,Programas o planes estatales de salud,4,661,704,1365,54
5821,Programas o planes estatales de salud,5,646,720,1366,54
5822,Programas o planes estatales de salud,6,753,753,1506,54
5823,Programas o planes estatales de salud,7,796,833,1629,54
5824,Programas o planes estatales de salud,8,713,759,1472,54
5825,Programas o planes estatales de salud,9,751,779,1530,54
5826,Programas o planes estatales de salud,10,779,757,1536,54
5827,Programas o planes estatales de salud,11,843,878,1721,54
5828,Programas o planes estatales de salud,12,807,789,1596,54
5829,Programas o planes estatales de salud,13,759,815,1574,54
5830,Programas o planes estatales de salud,14,739,751,1490,54
5831,Programas o planes estatales de salud,15,689,747,1436,54
5832,Programas o planes estatales de salud,16,647,659,1306,54
5833,Programas o planes estatales de salud,17,679,695,1374,54
5834,Programas o planes estatales de salud,18,576,565,1141,54
5835,Programas o planes estatales de salud,19,537,538,1075,54
5836,Programas o planes estatales de salud,20,540,515,1055,54
5837,Programas o planes estatales de salud,21,489,476,965,54
5838,Programas o planes estatales de salud,22,527,500,1027,54
5839,Programas o planes estatales de salud,23,517,438,955,54
5840,Programas o planes estatales de salud,24,547,444,991,54
5841,Programas o planes estatales de salud,25,570,455,1025,54
5842,Programas o planes estatales de salud,26,623,442,1065,54
5843,Programas o planes estatales de salud,27,587,486,1073,54
5844,Programas o planes estatales de salud,28,615,421,1036,54
5845,Programas o planes estatales de salud,29,652,444,1096,54
5846,Programas o planes estatales de salud,30,692,521,1213,54
5847,Programas o planes estatales de salud,31,752,453,1205,54
5848,Programas o planes estatales de salud,32,635,469,1104,54
5849,Programas o planes estatales de salud,33,609,432,1041,54
5850,Programas o planes estatales de salud,34,610,466,1076,54
5851,Programas o planes estatales de salud,35,605,432,1037,54
5852,Programas o planes estatales de salud,36,629,446,1075,54
5853,Programas o planes estatales de salud,37,690,422,1112,54
5854,Programas o planes estatales de salud,38,598,445,1043,54
5855,Programas o planes estatales de salud,39,655,494,1149,54
5856,Programas o planes estatales de salud,40,685,462,1147,54
5857,Programas o planes estatales de salud,41,642,457,1099,54
